unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_X2,admission,evidence,downgrade_notes,script_tier,rule_version
BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q19#1,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,19,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q19#2,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,19,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO-Q9,BJ-2024-FT-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q18#1,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q18#2,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO-Q21,BJ-2024-FT-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO-Q9,BJ-2024-FT-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO-Q11,BJ-2024-FT-ERMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q18#1,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q18#2,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q18#3,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO,18,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO-Q21,BJ-2024-FT-ERMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q17#1,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,主观题,1,小问,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q17#2,BJ-2024-HD-ERMO-Q17,BJ-2024-HD-ERMO,17,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q18#1,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO-Q21,BJ-2024-HD-ERMO,21,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO-Q16,BJ-2024-HD-ERMO,16,主观题,,整题,MAYBE,不收-无E1,缺细则,,倾向,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO-Q7,BJ-2024-HD-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO-Q7,BJ-2024-SJS-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO-Q9,BJ-2024-SJS-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO-Q16,BJ-2024-SJS-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO-Q20,BJ-2024-SJS-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q19#3,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q19#4,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,4,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO-Q9,BJ-2024-XC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO-Q10,BJ-2024-XC-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO-Q11,BJ-2024-XC-YIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO-Q12,BJ-2024-XC-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO-Q17,BJ-2024-XC-ERMO,17,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q18#1,BJ-2024-XC-ERMO-Q18,BJ-2024-XC-ERMO,18,主观题,1,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q18#2,BJ-2024-XC-ERMO-Q18,BJ-2024-XC-ERMO,18,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q18#3,BJ-2024-XC-ERMO-Q18,BJ-2024-XC-ERMO,18,主观题,3,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q18#4,BJ-2024-XC-ERMO-Q18,BJ-2024-XC-ERMO,18,主观题,4,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO-Q9,BJ-2024-XC-ERMO,9,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2024-XC-ERMO-Q10,BJ-2024-XC-ERMO-Q10,BJ-2024-XC-ERMO,10,选择题,,整题,IN,完整题-选择题照收,缺答案键,,倾向,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO-Q20,BJ-2025-DC-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q21,BJ-2025-DC-YIMO-Q21,BJ-2025-DC-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO-Q9,BJ-2025-DC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q10,BJ-2025-DC-YIMO-Q10,BJ-2025-DC-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q12,BJ-2025-DC-YIMO-Q12,BJ-2025-DC-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q13,BJ-2025-DC-YIMO-Q13,BJ-2025-DC-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q18#1,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-DC-YIMO-Q18#2,BJ-2025-DC-YIMO-Q18,BJ-2025-DC-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO-Q9,BJ-2025-FT-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q12,BJ-2025-FT-YIMO-Q12,BJ-2025-FT-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,缺答案键,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO-Q16,BJ-2025-FT-YIMO,16,主观题,,整题,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q17#1,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,1,小问,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q17#2,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,2,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q17#3,BJ-2025-FT-YIMO-Q17,BJ-2025-FT-YIMO,17,主观题,3,小问,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO-Q20,BJ-2025-FT-YIMO,20,主观题,,整题,MAYBE,不收-无E1,缺细则,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO-Q21,BJ-2025-FT-YIMO,21,主观题,,整题,MAYBE,不收-无E1,缺细则,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO-Q16,BJ-2025-YQ-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO-Q17,BJ-2025-YQ-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q20#1,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,主观题,1,小问,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q20#2,BJ-2025-YQ-YIMO-Q20,BJ-2025-YQ-YIMO,20,主观题,2,小问,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO-Q9,BJ-2025-YQ-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q12,BJ-2025-YQ-YIMO-Q12,BJ-2025-YQ-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO-Q18,BJ-2025-YQ-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-YQ-YIMO-Q21,BJ-2025-YQ-YIMO-Q21,BJ-2025-YQ-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q16#1,BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q16#2,BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q16#3,BJ-2025-FS-YIMO-Q16,BJ-2025-FS-YIMO,16,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q17,BJ-2025-FS-YIMO-Q17,BJ-2025-FS-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q18#1,BJ-2025-FS-YIMO-Q18,BJ-2025-FS-YIMO,18,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q18#2,BJ-2025-FS-YIMO-Q18,BJ-2025-FS-YIMO,18,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q20#2,BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q20#3,BJ-2025-FS-YIMO-Q20,BJ-2025-FS-YIMO,20,主观题,3,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q8,BJ-2025-FS-YIMO-Q8,BJ-2025-FS-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q9,BJ-2025-FS-YIMO-Q9,BJ-2025-FS-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-FS-YIMO-Q12,BJ-2025-FS-YIMO-Q12,BJ-2025-FS-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q3,BJ-2025-CY-YIMO-Q3,BJ-2025-CY-YIMO,3,选择题,,整题,IN,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q5,BJ-2025-CY-YIMO-Q5,BJ-2025-CY-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q8,BJ-2025-CY-YIMO-Q8,BJ-2025-CY-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q9,BJ-2025-CY-YIMO-Q9,BJ-2025-CY-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q12,BJ-2025-CY-YIMO-Q12,BJ-2025-CY-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q16,BJ-2025-CY-YIMO-Q16,BJ-2025-CY-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q17#1,BJ-2025-CY-YIMO-Q17,BJ-2025-CY-YIMO,17,主观题,1,小问,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q17#2,BJ-2025-CY-YIMO-Q17,BJ-2025-CY-YIMO,17,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q20,BJ-2025-CY-YIMO-Q20,BJ-2025-CY-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q21,BJ-2025-CY-YIMO-Q21,BJ-2025-CY-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-CY-YIMO-Q18,BJ-2025-CY-YIMO-Q18,BJ-2025-CY-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q17,BJ-2025-HD-YIMO-Q17,BJ-2025-HD-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q19,BJ-2025-HD-YIMO-Q19,BJ-2025-HD-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q2,BJ-2025-HD-YIMO-Q2,BJ-2025-HD-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q20,BJ-2025-HD-YIMO-Q20,BJ-2025-HD-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q21#1,BJ-2025-HD-YIMO-Q21,BJ-2025-HD-YIMO,21,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q21#2,BJ-2025-HD-YIMO-Q21,BJ-2025-HD-YIMO,21,主观题,2,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q22,BJ-2025-HD-YIMO-Q22,BJ-2025-HD-YIMO,22,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q16,BJ-2025-HD-YIMO-Q16,BJ-2025-HD-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q7,BJ-2025-HD-YIMO-Q7,BJ-2025-HD-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q8,BJ-2025-HD-YIMO-Q8,BJ-2025-HD-YIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q9,BJ-2025-HD-YIMO-Q9,BJ-2025-HD-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q11,BJ-2025-HD-YIMO-Q11,BJ-2025-HD-YIMO,11,选择题,,整题,IN,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-HD-YIMO-Q12,BJ-2025-HD-YIMO-Q12,BJ-2025-HD-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q16,BJ-2025-SJS-YIMO-Q16,BJ-2025-SJS-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q18,BJ-2025-SJS-YIMO-Q18,BJ-2025-SJS-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q21,BJ-2025-SJS-YIMO-Q21,BJ-2025-SJS-YIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q1,BJ-2025-SJS-YIMO-Q1,BJ-2025-SJS-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q3,BJ-2025-SJS-YIMO-Q3,BJ-2025-SJS-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q9,BJ-2025-SJS-YIMO-Q9,BJ-2025-SJS-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,E1,,不明,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q10,BJ-2025-SJS-YIMO-Q10,BJ-2025-SJS-YIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q12,BJ-2025-SJS-YIMO-Q12,BJ-2025-SJS-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q17,BJ-2025-SJS-YIMO-Q17,BJ-2025-SJS-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-SJS-YIMO-Q19,BJ-2025-SJS-YIMO-Q19,BJ-2025-SJS-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v1
BJ-2025-XC-YIMO-Q16,BJ-2025-XC-YIMO-Q16,BJ-2025-XC-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-XC-YIMO-Q17,BJ-2025-XC-YIMO-Q17,BJ-2025-XC-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
BJ-2025-XC-YIMO-Q18,BJ-2025-XC-YIMO-Q18,BJ-2025-XC-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-XC-YIMO-Q19,BJ-2025-XC-YIMO-Q19,BJ-2025-XC-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,,倾向,2026-09-24-attribution-v1
BJ-2025-XC-YIMO-Q21#1,BJ-2025-XC-YIMO-Q21,BJ-2025-XC-YIMO,21,主观题,1,小问,MAYBE,完整题-有E1,E1,,不明,2026-09-24-attribution-v1
