unit_id,qid,canonical_qid,exam_id_canonical,num,type,subq,grain,归属_CU,admission,evidence,evidence_detail,script_tier,rule_version
BJ-2023-HD-QIZHONG-Q19,BJ-2023-HD-QIZHONG-Q19,BJ-2023-HD-QIZHONG-Q19,BJ-2023-HD-QIZHONG,19,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q20,BJ-2023-HD-QIZHONG-Q20,BJ-2023-HD-QIZHONG-Q20,BJ-2023-HD-QIZHONG,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q21,BJ-2023-HD-QIZHONG-Q21,BJ-2023-HD-QIZHONG-Q21,BJ-2023-HD-QIZHONG,21,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q22,BJ-2023-HD-QIZHONG-Q22,BJ-2023-HD-QIZHONG-Q22,BJ-2023-HD-QIZHONG,22,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2023-HD-QIZHONG-Q23,BJ-2023-HD-QIZHONG-Q23,BJ-2023-HD-QIZHONG-Q23,BJ-2023-HD-QIZHONG,23,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q17,BJ-2024-DC-YIMO-Q17,BJ-2024-DC-YIMO-Q17,BJ-2024-DC-YIMO,17,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q18#1,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q18#2,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q18#3,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO-Q18,BJ-2024-DC-YIMO,18,主观题,3,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q19,BJ-2024-DC-YIMO-Q19,BJ-2024-DC-YIMO-Q19,BJ-2024-DC-YIMO,19,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q8,BJ-2024-DC-YIMO-Q8,BJ-2024-DC-YIMO-Q8,BJ-2024-DC-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q10,BJ-2024-DC-YIMO-Q10,BJ-2024-DC-YIMO-Q10,BJ-2024-DC-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q11,BJ-2024-DC-YIMO-Q11,BJ-2024-DC-YIMO-Q11,BJ-2024-DC-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q12,BJ-2024-DC-YIMO-Q12,BJ-2024-DC-YIMO-Q12,BJ-2024-DC-YIMO,12,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q13,BJ-2024-DC-YIMO-Q13,BJ-2024-DC-YIMO-Q13,BJ-2024-DC-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q14,BJ-2024-DC-YIMO-Q14,BJ-2024-DC-YIMO-Q14,BJ-2024-DC-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2024-DC-YIMO-Q20,BJ-2024-DC-YIMO-Q20,BJ-2024-DC-YIMO-Q20,BJ-2024-DC-YIMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q18#1,BJ-2024-HD-YIMO-Q18,BJ-2024-HD-YIMO-Q18,BJ-2024-HD-YIMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q18#2,BJ-2024-HD-YIMO-Q18,BJ-2024-HD-YIMO-Q18,BJ-2024-HD-YIMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q20,BJ-2024-HD-YIMO-Q20,BJ-2024-HD-YIMO-Q20,BJ-2024-HD-YIMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q17#1,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO,17,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q17#2,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO,17,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q17#3,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO-Q17,BJ-2024-HD-YIMO,17,主观题,3,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q19,BJ-2024-HD-YIMO-Q19,BJ-2024-HD-YIMO-Q19,BJ-2024-HD-YIMO,19,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q8,BJ-2024-HD-YIMO-Q8,BJ-2024-HD-YIMO-Q8,BJ-2024-HD-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q10,BJ-2024-HD-YIMO-Q10,BJ-2024-HD-YIMO-Q10,BJ-2024-HD-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q11,BJ-2024-HD-YIMO-Q11,BJ-2024-HD-YIMO-Q11,BJ-2024-HD-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q12,BJ-2024-HD-YIMO-Q12,BJ-2024-HD-YIMO-Q12,BJ-2024-HD-YIMO,12,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q13,BJ-2024-HD-YIMO-Q13,BJ-2024-HD-YIMO-Q13,BJ-2024-HD-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-HD-YIMO-Q14,BJ-2024-HD-YIMO-Q14,BJ-2024-HD-YIMO-Q14,BJ-2024-HD-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q17#1,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO,17,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q17#2,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO-Q17,BJ-2024-DC-ERMO,17,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO-Q8,BJ-2024-DC-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO-Q10,BJ-2024-DC-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO-Q11,BJ-2024-DC-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO-Q12,BJ-2024-DC-ERMO,12,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO-Q13,BJ-2024-DC-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO-Q14,BJ-2024-DC-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO-Q16,BJ-2024-FT-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q19#1,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,19,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q19#2,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO-Q19,BJ-2024-FT-YIMO,19,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO-Q8,BJ-2024-FT-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO-Q10,BJ-2024-FT-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO-Q11,BJ-2024-FT-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO-Q12,BJ-2024-FT-YIMO,12,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO-Q13,BJ-2024-FT-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO-Q14,BJ-2024-FT-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q18#1,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q18#2,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO-Q18,BJ-2024-FT-YIMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO-Q20,BJ-2024-FT-YIMO,20,主观题,,整题,OUT,完整题-有E1,E1,具名核实-Skill闭环记录（rubric_links.csv该题只有'存在候选'的正式评分材料候选行，未确认匹配；book-xuanbi-1.md独立核验已闭环，按Skill结论收） | book-xuanbi-1.md:307 本轮主观E1新闭环7题：2024丰台一模Q20、房山一模Q18(2)、西城二模Q17…,倾向,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO-Q17,BJ-2024-FT-ERMO,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO-Q19,BJ-2024-FT-ERMO,19,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO-Q8,BJ-2024-FT-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO-Q10,BJ-2024-FT-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO-Q12,BJ-2024-FT-ERMO,12,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO-Q13,BJ-2024-FT-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO-Q14,BJ-2024-FT-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q18#1,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q18#2,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q18#3,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO-Q18,BJ-2024-FT-ERMO,18,主观题,3,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO-Q20,BJ-2024-FT-ERMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,确定,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q18#2,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO-Q18,BJ-2024-HD-ERMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO-Q20,BJ-2024-HD-ERMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,确定,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO-Q10,BJ-2024-HD-ERMO,10,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO-Q12,BJ-2024-HD-ERMO,12,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO-Q13,BJ-2024-HD-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO-Q14,BJ-2024-HD-ERMO,14,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,不明,2026-09-24-attribution-v3
BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO-Q11,BJ-2024-HD-ERMO,11,选择题,,整题,OUT,完整题-选择题照收,E3,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判（同时已有匹配参考答案，选择题按E3计，正式评分材料候选仍待核实）,倾向,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO-Q8,BJ-2024-SJS-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO-Q10,BJ-2024-SJS-YIMO,10,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO-Q11,BJ-2024-SJS-YIMO,11,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO-Q12,BJ-2024-SJS-YIMO,12,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO-Q14,BJ-2024-SJS-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO-Q17,BJ-2024-SJS-YIMO,17,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q18#1,BJ-2024-SJS-YIMO-Q18,BJ-2024-SJS-YIMO-Q18,BJ-2024-SJS-YIMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q18#2,BJ-2024-SJS-YIMO-Q18,BJ-2024-SJS-YIMO-Q18,BJ-2024-SJS-YIMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q19#1,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,1,小问,OUT,收-具名例外,具名例外,具名例外:item_level_no_rubric，只覆盖Q19(1)，不扩张到同卷其他题目 | project-constitution.md:13 special_override：2026-08-27 用户明确特批 2024 石景山一模第19题第（1）问为题级无正式细则例外; project-constitution.md:50 用户于2026-08-27又明确特批必修二2024石景山一模第19题第（1）问为题级例外；该特批只覆盖这一小问，不扩张到同卷其他题目,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q19#2,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,2,小问,OUT,不收-无E1,缺细则-已核实,该小问不在project-constitution:13/50给Q19(1)的题级例外范围内，且book-xuanbi-1.md独立核验确认Q19(2)只有重复参考答案，最多E3，不落入'待裁决'而是确认负例。 | book-xuanbi-1.md:400 2024石景山一模Q19（2）只有重复参考答案; book-xuanbi-1.md:418 2024石景山一模Q19（2）只有E3参考答案,不明,2026-09-24-attribution-v3
BJ-2024-SJS-YIMO-Q19#3,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO-Q19,BJ-2024-SJS-YIMO,19,主观题,3,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO-Q16,BJ-2024-XC-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO-Q17,BJ-2024-XC-YIMO,17,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q19#1,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
BJ-2024-XC-YIMO-Q19#2,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO-Q19,BJ-2024-XC-YIMO,19,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v3
