qid,type,books,kind,subq,same_subq,whole_in
BJ-2026-YQ-YIMO-Q5,选择题,mind;reasoning,choice_in_multiple_books,mind:整题 | reasoning:整题,,mind;reasoning
BJ-2026-YQ-YIMO-Q6,选择题,xuanbi1;reasoning,choice_in_multiple_books,xuanbi1:整题 | reasoning:整题,,xuanbi1;reasoning
BJ-2026-YQ-YIMO-Q11,选择题,culture;bixiu3,choice_in_multiple_books,culture:整题 | bixiu3:整题,,culture;bixiu3
BJ-2026-YQ-YIMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-FS-YIMO-Q17,非选择题,xuanbi2;bixiu3,whole_question_ref_overlaps,xuanbi2:整题 | bixiu3:2,,xuanbi2
BJ-2026-FS-YIMO-Q18,非选择题,mind;bixiu3,different_subq_split,mind:1 | bixiu3:2,,
BJ-2026-FS-YIMO-Q19,非选择题,xuanbi1;bixiu2,whole_question_ref_overlaps,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-FS-YIMO-Q20,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-FS-YIMO-Q2,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-FS-YIMO-Q4,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-FS-YIMO-Q6,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-FS-YIMO-Q7,选择题,philosophy;reasoning;bixiu3,choice_in_multiple_books,philosophy:整题 | reasoning:整题 | bixiu3:整题,,philosophy;reasoning;bixiu3
BJ-2026-FS-YIMO-Q9,选择题,culture;bixiu3,choice_in_multiple_books,culture:整题 | bixiu3:整题,,culture;bixiu3
BJ-2026-FS-YIMO-Q12,选择题,bixiu2;bixiu3,choice_in_multiple_books,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2026-FS-YIMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-FS-YIMO-Q16,非选择题,philosophy;bixiu2,different_subq_split,philosophy:2 | bixiu2:1,,
BJ-2026-CY-YIMO-Q17,非选择题,mind;reasoning;bixiu3,same_subq_in_multiple_books,mind:1 | reasoning:1 | bixiu3:2,1,
BJ-2026-CY-YIMO-Q3,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-CY-YIMO-Q4,选择题,culture;xuanbi1,choice_in_multiple_books,culture:整题 | xuanbi1:整题,,culture;xuanbi1
BJ-2026-CY-YIMO-Q20,非选择题,xuanbi1;bixiu2,whole_question_ref_overlaps,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-CY-YIMO-Q6,选择题,philosophy;mind;reasoning,choice_in_multiple_books,philosophy:整题 | mind:整题 | reasoning:整题,,philosophy;mind;reasoning
BJ-2026-CY-YIMO-Q7,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-CY-YIMO-Q11,选择题,xuanbi2;bixiu3,choice_in_multiple_books,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2026-CY-YIMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-CY-YIMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-CY-YIMO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-HD-YIMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-HD-YIMO-Q17,非选择题,mind;reasoning,whole_question_ref_overlaps,mind:整题 | reasoning:整题,,mind;reasoning
BJ-2026-HD-YIMO-Q18,非选择题,xuanbi2;bixiu2,whole_question_ref_overlaps,xuanbi2:整题 | bixiu2:1/2,,xuanbi2
BJ-2026-HD-YIMO-Q19,非选择题,bixiu2;bixiu3,whole_question_ref_overlaps,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2026-HD-YIMO-Q20,非选择题,xuanbi1;bixiu2,whole_question_ref_overlaps,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-HD-YIMO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-HD-YIMO-Q2,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-HD-YIMO-Q4,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-HD-YIMO-Q7,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-HD-YIMO-Q8,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-HD-YIMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-SJS-YIMO-Q17,非选择题,philosophy;culture;mind,same_subq_in_multiple_books,philosophy:1 | culture:1 | mind:2,1,
BJ-2026-SJS-YIMO-Q21,非选择题,philosophy;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;bixiu2;bixiu3
BJ-2026-SJS-YIMO-Q2,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-SJS-YIMO-Q6,选择题,mind;reasoning,choice_in_multiple_books,mind:整题 | reasoning:整题,,mind;reasoning
BJ-2026-SJS-YIMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-XC-YIMO-Q16,选择题,philosophy;culture;bixiu2;bixiu3,choice_in_multiple_books,philosophy:整题 | culture:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;culture;bixiu2;bixiu3
BJ-2026-XC-YIMO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-XC-YIMO-Q2,选择题,culture;bixiu3,choice_in_multiple_books,culture:整题 | bixiu3:整题,,culture;bixiu3
BJ-2026-XC-YIMO-Q5,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-XC-YIMO-Q12,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-XC-YIMO-Q13,选择题,xuanbi2;reasoning,choice_in_multiple_books,xuanbi2:整题 | reasoning:整题,,xuanbi2;reasoning
BJ-2026-XC-YIMO-Q19,非选择题,reasoning;bixiu3,different_subq_split,reasoning:3 | bixiu3:2,,
BJ-2026-XC-YIMO-Q20,非选择题,xuanbi1;bixiu2,same_subq_in_multiple_books,xuanbi1:2 | bixiu2:1/2,2,
BJ-2026-TZ-YIMO-Q3,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-TZ-YIMO-Q17,非选择题,mind;bixiu2,different_subq_split,mind:2 | bixiu2:1,,
BJ-2026-TZ-YIMO-Q4,选择题,philosophy;bixiu2,choice_in_multiple_books,philosophy:整题 | bixiu2:整题,,philosophy;bixiu2
BJ-2026-TZ-YIMO-Q18,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-TZ-YIMO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-MTG-YIMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-MTG-YIMO-Q20,非选择题,xuanbi1;bixiu2,whole_question_ref_overlaps,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-MTG-YIMO-Q21,非选择题,philosophy;xuanbi1;bixiu2,whole_question_ref_overlaps,philosophy:整题 | xuanbi1:整题 | bixiu2:整题,,philosophy;xuanbi1;bixiu2
BJ-2026-MTG-YIMO-Q4,选择题,philosophy;culture;bixiu2,choice_in_multiple_books,philosophy:整题 | culture:整题 | bixiu2:整题,,philosophy;culture;bixiu2
BJ-2026-MTG-YIMO-Q7,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-MTG-YIMO-Q12,选择题,culture;bixiu2,choice_in_multiple_books,culture:整题 | bixiu2:整题,,culture;bixiu2
BJ-2026-MTG-YIMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-SY-YIMO-Q21,非选择题,philosophy;culture;xuanbi1;mind;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | culture:整题 | xuanbi1:整题 | mind:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;culture;xuanbi1;mind;bixiu2;bixiu3
BJ-2026-SY-YIMO-Q1,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-SY-YIMO-Q2,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-SY-YIMO-Q3,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-SY-YIMO-Q4,选择题,culture;reasoning,choice_in_multiple_books,culture:整题 | reasoning:整题,,culture;reasoning
BJ-2026-SY-YIMO-Q5,选择题,philosophy;mind;reasoning,choice_in_multiple_books,philosophy:整题 | mind:整题 | reasoning:整题,,philosophy;mind;reasoning
BJ-2026-SY-YIMO-Q6,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-SY-YIMO-Q7,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-SY-YIMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-SY-YIMO-Q19,非选择题,mind;reasoning;bixiu2,different_subq_split,mind:2 | reasoning:1 | bixiu2:3,,
BJ-2026-DC-ERMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-DC-ERMO-Q18,非选择题,mind;reasoning,whole_question_ref_overlaps,mind:整题 | reasoning:整题,,mind;reasoning
BJ-2026-DC-ERMO-Q20,非选择题,xuanbi1;bixiu2,same_subq_in_multiple_books,xuanbi1:3 | bixiu2:1/2/3,3,
BJ-2026-DC-ERMO-Q2,选择题,philosophy;culture;mind,choice_in_multiple_books,philosophy:整题 | culture:整题 | mind:整题,,philosophy;culture;mind
BJ-2026-DC-ERMO-Q21,非选择题,philosophy;culture;mind;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | culture:整题 | mind:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;culture;mind;bixiu2;bixiu3
BJ-2026-DC-ERMO-Q3,选择题,philosophy;mind;bixiu2,choice_in_multiple_books,philosophy:整题 | mind:整题 | bixiu2:整题,,philosophy;mind;bixiu2
BJ-2026-DC-ERMO-Q4,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-DC-ERMO-Q5,选择题,philosophy;mind;reasoning,choice_in_multiple_books,philosophy:整题 | mind:整题 | reasoning:整题,,philosophy;mind;reasoning
BJ-2026-DC-ERMO-Q6,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-DC-ERMO-Q11,选择题,xuanbi2;bixiu3,choice_in_multiple_books,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2026-DC-ERMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-FT-ERMO-Q5,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-FT-ERMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-FT-ERMO-Q17,非选择题,bixiu2;bixiu3,whole_question_ref_overlaps,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2026-FT-ERMO-Q18,非选择题,xuanbi2;bixiu3,whole_question_ref_overlaps,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2026-FT-ERMO-Q22,非选择题,bixiu2;bixiu3,whole_question_ref_overlaps,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2026-FT-ERMO-Q1,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-FT-ERMO-Q7,选择题,philosophy;bixiu2,choice_in_multiple_books,philosophy:整题 | bixiu2:整题,,philosophy;bixiu2
BJ-2026-FT-ERMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-FT-ERMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-FS-ERMO-Q17,非选择题,xuanbi2;bixiu3,whole_question_ref_overlaps,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2026-FS-ERMO-Q18,非选择题,xuanbi2;mind,whole_question_ref_overlaps,xuanbi2:整题 | mind:2,,xuanbi2
BJ-2026-FS-ERMO-Q21,非选择题,culture;bixiu2;bixiu3,whole_question_ref_overlaps,culture:整题 | bixiu2:整题 | bixiu3:整题,,culture;bixiu2;bixiu3
BJ-2026-FS-ERMO-Q14,非选择题,xuanbi1;bixiu2,whole_question_ref_overlaps,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-CY-ERMO-Q19,非选择题,reasoning;bixiu2,different_subq_split,reasoning:1 | bixiu2:2,,
BJ-2026-CY-ERMO-Q3,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-CY-ERMO-Q5,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-CY-ERMO-Q7,选择题,philosophy;mind,choice_in_multiple_books,philosophy:整题 | mind:整题,,philosophy;mind
BJ-2026-CY-ERMO-Q9,选择题,culture;bixiu3,choice_in_multiple_books,culture:整题 | bixiu3:整题,,culture;bixiu3
BJ-2026-CY-ERMO-Q11,选择题,xuanbi2;bixiu2,choice_in_multiple_books,xuanbi2:整题 | bixiu2:整题,,xuanbi2;bixiu2
BJ-2026-CY-ERMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-CY-ERMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-CY-ERMO-Q20,非选择题,philosophy;xuanbi1,same_subq_in_multiple_books,philosophy:1 | xuanbi1:1,1,
BJ-2026-CY-ERMO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-HD-ERMO-Q3,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-HD-ERMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-HD-ERMO-Q20,非选择题,xuanbi1;reasoning,different_subq_split,xuanbi1:2 | reasoning:1,,
BJ-2026-HD-ERMO-Q21,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-HD-ERMO-Q2,选择题,philosophy;culture;bixiu2,choice_in_multiple_books,philosophy:整题 | culture:整题 | bixiu2:整题,,philosophy;culture;bixiu2
BJ-2026-HD-ERMO-Q4,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-HD-ERMO-Q11,选择题,xuanbi2;bixiu3,choice_in_multiple_books,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2026-HD-ERMO-Q18,非选择题,xuanbi2;mind,whole_question_ref_overlaps,xuanbi2:整题 | mind:1,,xuanbi2
BJ-2026-SJS-ERMO-Q17,非选择题,philosophy;mind;bixiu3,different_subq_split,philosophy:3 | mind:2 | bixiu3:1,,
BJ-2026-SJS-ERMO-Q20,非选择题,philosophy;culture;bixiu2,whole_question_ref_overlaps,philosophy:整题 | culture:整题 | bixiu2:整题,,philosophy;culture;bixiu2
BJ-2026-SJS-ERMO-Q1,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-SJS-ERMO-Q2,选择题,philosophy;culture;mind,choice_in_multiple_books,philosophy:整题 | culture:整题 | mind:整题,,philosophy;culture;mind
BJ-2026-SJS-ERMO-Q4,选择题,culture;bixiu2,choice_in_multiple_books,culture:整题 | bixiu2:整题,,culture;bixiu2
BJ-2026-SJS-ERMO-Q5,选择题,culture;mind,choice_in_multiple_books,culture:整题 | mind:整题,,culture;mind
BJ-2026-SJS-ERMO-Q9,选择题,philosophy;culture;bixiu3,choice_in_multiple_books,philosophy:整题 | culture:整题 | bixiu3:整题,,philosophy;culture;bixiu3
BJ-2026-SJS-ERMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-XC-ERMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-XC-ERMO-Q20,非选择题,philosophy;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-XC-ERMO-Q1,选择题,philosophy;bixiu2,choice_in_multiple_books,philosophy:整题 | bixiu2:整题,,philosophy;bixiu2
BJ-2026-XC-ERMO-Q2,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-XC-ERMO-Q9,选择题,xuanbi2;bixiu3,choice_in_multiple_books,xuanbi2:整题 | bixiu3:整题,,xuanbi2;bixiu3
BJ-2026-XC-ERMO-Q13,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-XC-ERMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-XC-ERMO-Q18,非选择题,xuanbi2;mind;bixiu2;bixiu3,same_subq_in_multiple_books,xuanbi2:整题 | mind:4 | bixiu2:2 | bixiu3:2/3,2,xuanbi2
BJ-2026-SY-ERMO-Q18,非选择题,xuanbi2;mind;bixiu3,whole_question_ref_overlaps,xuanbi2:整题 | mind:1 | bixiu3:2,,xuanbi2
BJ-2026-SY-ERMO-Q21,非选择题,philosophy;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;bixiu2;bixiu3
BJ-2026-SY-ERMO-Q1,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-SY-ERMO-Q6,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-SY-ERMO-Q8,选择题,bixiu2;bixiu3,choice_in_multiple_books,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2026-SY-ERMO-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-SY-ERMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-SY-ERMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-DC-QIMO-Q2,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-DC-QIMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-DC-QIMO-Q17,非选择题,reasoning;bixiu2,different_subq_split,reasoning:2 | bixiu2:1,,
BJ-2026-DC-QIMO-Q5,选择题,philosophy;bixiu2,choice_in_multiple_books,philosophy:整题 | bixiu2:整题,,philosophy;bixiu2
BJ-2026-DC-QIMO-Q21,非选择题,philosophy;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;bixiu2;bixiu3
BJ-2026-DC-QIMO-Q8,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-DC-QIMO-Q15,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-FT-QIMO-Q1,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-FT-QIMO-Q2,选择题,philosophy;culture;bixiu2,choice_in_multiple_books,philosophy:整题 | culture:整题 | bixiu2:整题,,philosophy;culture;bixiu2
BJ-2026-FT-QIMO-Q16,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-FT-QIMO-Q17,非选择题,bixiu2;bixiu3,whole_question_ref_overlaps,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2026-FT-QIMO-Q18,非选择题,xuanbi2;bixiu2;bixiu3,whole_question_ref_overlaps,xuanbi2:整题 | bixiu2:整题 | bixiu3:整题,,xuanbi2;bixiu2;bixiu3
BJ-2026-FT-QIMO-Q22,非选择题,philosophy;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;bixiu2;bixiu3
BJ-2026-FT-QIMO-Q8,选择题,culture;bixiu3,choice_in_multiple_books,culture:整题 | bixiu3:整题,,culture;bixiu3
BJ-2026-FT-QIMO-Q11,选择题,culture;xuanbi2;bixiu2,choice_in_multiple_books,culture:整题 | xuanbi2:整题 | bixiu2:整题,,culture;xuanbi2;bixiu2
BJ-2026-CY-QIZHONG-Q17,非选择题,xuanbi1;bixiu2,whole_question_ref_overlaps,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-CY-QIZHONG-Q19,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-CY-QIZHONG-Q21,非选择题,culture;mind;bixiu2,same_subq_in_multiple_books,culture:1 | mind:2 | bixiu2:1,1,
BJ-2026-CY-QIZHONG-Q4,选择题,philosophy;xuanbi1,choice_in_multiple_books,philosophy:整题 | xuanbi1:整题,,philosophy;xuanbi1
BJ-2026-CY-QIZHONG-Q3,选择题,philosophy;xuanbi1,choice_in_multiple_books,philosophy:整题 | xuanbi1:整题,,philosophy;xuanbi1
BJ-2026-CY-QIZHONG-Q6,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-CY-QIZHONG-Q7,选择题,philosophy;culture;bixiu2,choice_in_multiple_books,philosophy:整题 | culture:整题 | bixiu2:整题,,philosophy;culture;bixiu2
BJ-2026-CY-QIZHONG-Q8,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-CY-QIZHONG-Q9,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-CY-QIZHONG-Q13,选择题,mind;reasoning,choice_in_multiple_books,mind:整题 | reasoning:整题,,mind;reasoning
BJ-2026-CY-QIZHONG-Q14,选择题,philosophy;reasoning,choice_in_multiple_books,philosophy:整题 | reasoning:整题,,philosophy;reasoning
BJ-2026-HD-QIZHONG-Q2,选择题,bixiu2;bixiu3,choice_in_multiple_books,bixiu2:整题 | bixiu3:整题,,bixiu2;bixiu3
BJ-2026-HD-QIZHONG-Q22,非选择题,philosophy;xuanbi1,different_subq_split,philosophy:2 | xuanbi1:1,,
BJ-2026-HD-QIZHONG-Q5,选择题,culture;xuanbi1;bixiu2,choice_in_multiple_books,culture:整题 | xuanbi1:整题 | bixiu2:整题,,culture;xuanbi1;bixiu2
BJ-2026-HD-QIZHONG-Q7,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-HD-QIZHONG-Q9,选择题,philosophy;bixiu3,choice_in_multiple_books,philosophy:整题 | bixiu3:整题,,philosophy;bixiu3
BJ-2026-HD-QIZHONG-Q13,选择题,culture;xuanbi1,choice_in_multiple_books,culture:整题 | xuanbi1:整题,,culture;xuanbi1
BJ-2026-HD-QIZHONG-Q14,选择题,xuanbi1;bixiu2,choice_in_multiple_books,xuanbi1:整题 | bixiu2:整题,,xuanbi1;bixiu2
BJ-2026-HD-QIMO-Q17,非选择题,philosophy;culture,whole_question_ref_overlaps,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-HD-QIMO-Q18,非选择题,xuanbi2;bixiu2;bixiu3,same_subq_in_multiple_books,xuanbi2:整题 | bixiu2:2 | bixiu3:2,2,xuanbi2
BJ-2026-HD-QIMO-Q19,非选择题,xuanbi2;bixiu2;bixiu3,whole_question_ref_overlaps,xuanbi2:整题 | bixiu2:整题 | bixiu3:整题,,xuanbi2;bixiu2;bixiu3
BJ-2026-HD-QIMO-Q20,非选择题,mind;reasoning,different_subq_split,mind:2 | reasoning:1,,
BJ-2026-HD-QIMO-Q21,非选择题,philosophy;bixiu2;bixiu3,whole_question_ref_overlaps,philosophy:整题 | bixiu2:整题 | bixiu3:整题,,philosophy;bixiu2;bixiu3
BJ-2026-HD-QIMO-Q3,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-HD-QIMO-Q4,选择题,philosophy;culture,choice_in_multiple_books,philosophy:整题 | culture:整题,,philosophy;culture
BJ-2026-HD-QIMO-Q8,选择题,culture;xuanbi2,choice_in_multiple_books,culture:整题 | xuanbi2:整题,,culture;xuanbi2
BJ-2026-HD-QIMO-Q10,选择题,xuanbi2;bixiu2,choice_in_multiple_books,xuanbi2:整题 | bixiu2:整题,,xuanbi2;bixiu2
BJ-2026-XC-QIMO-Q16,非选择题,philosophy;culture,different_subq_split,philosophy:2 | culture:1,,
