book,uid,type,exam,exam_used_by_book,setq_tail,evidence
选必三推理,BJ-2026-CP-QIMO-Q5,选择题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,，调节内分泌功能平衡 | | 大麦茶 | 止热消渴，下气利水，消温解毒，预防内火旺盛，咽喉肿痛 | | 生姜茶 | 调理脾胃，促进消化，防治感冒，活血化瘀 | ,词典判给本模块题肢2个；位置先验0.29
选必三推理,BJ-2026-CP-QIMO-Q6,选择题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,北斗安装率近98%，北斗技术正加速融入智能手机、共享出行等领域，为用户带来更精准可靠的定位服务体验。下列选项中既符合三段论推理规则且结论真实可靠的是（   ） ,设问问法:RE；解析点名:RE；位置先验0.24
选必三推理,BJ-2026-CP-QIMO-Q7,选择题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,常预防式健康”为导向的口服液 | | 某科技公司<br>升级助听产品，致力于让用户从“听得见”迈向“听得清、听得懂” | 据此，下列选项分析正确的是（   ） ,词典判给本模块题肢3个；位置先验0.12
选必三推理,BJ-2023-HD-YIMO-Q8,选择题,BJ-2023-HD-YIMO,否（本书无此卷任何题）,生注意本题是反向选择“错误的一项”；原始PDF文本层将该强调符号解析为两个孤立数字“4”，属抽取伪影，非原文内容，已核对页面图核实为着重标记而非文字“4”。） ,解析点名:RE；位置先验0.09
选必三推理,BJ-2023-HD-YIMO-Q9,选择题,BJ-2023-HD-YIMO,否（本书无此卷任何题）,谚语也并非“放之四海而皆准”。例如，“春雨贵如油”适用于我国西北、华北地区，而江淮、长江中下游地区则流传着“春雨成河，麦收稀薄”的农谚。对此，下列分析正确的是 ,词典判给本模块题肢2个；位置先验0.09
必修二,BJ-2023-FT-YIMO-Q20,主观题,BJ-2023-FT-YIMO,是,结合材料，运用《经济与社会》知识，阐述数据要素价值充分释放如何赋能经济社会发展。,设问点名:《经济与社会》
必修二,BJ-2023-FT-ERMO-Q11,选择题,BJ-2023-FT-ERMO,是,深入实施各项行动，打造出“小哥之家”“小憩港湾”等一批在全市具有影响力的新就业群体党建示范点，有效推动新就业群体融入城市基层党建格局。打造新就业群体党建示范点 ,词典判给本模块题肢2个；位置先验0.52；书稿已收:B3
必修二,BJ-2023-FT-ERMO-Q20,主观题,BJ-2023-FT-ERMO,是,结合材料，运用《经济与社会》知识，谈谈对我国织密社会保障安全网的认识。,设问点名:《经济与社会》
必修二,BJ-2023-CY-YIMO-Q20(1),主观题,BJ-2023-CY-YIMO,是,结合材料，运用《经济与社会》知识，分析我国铁路行业的改革是如何增进消费者福祉的。 （8 分）,设问点名:《经济与社会》
必修二,BJ-2023-DC-ERMO-Q18(1),主观题,BJ-2023-DC-ERMO,是,结合材料一、二，运用《经济与社会》知识，分析政府和市场在促进家政服务业高质量发展中的作用。（7分）,设问点名:《经济与社会》
必修二,BJ-2023-BJ-GAOKAO-Q2,选择题,BJ-2023-BJ-GAOKAO,是,。    2023 年第三次座谈会召开之际，新时代进入新征程。此次座谈会明确“努力使 京津冀成为中国式现代化建设的先行区、示范区”。 对此，下列认识正确的是 ,词典判给本模块题肢2个；位置先验0.29；书稿已收:PH
必修二,BJ-2024-CY-ERMO-Q3,选择题,BJ-2024-CY-ERMO,是,"科专业目录新增 24 种专业,包括电子信息材料、软物质科学与工程、中国古典学、应用中文、智能海洋装备、健康科学与技术、冰雪舞蹈表演等。 此次专业设置和调整工作 ",词典判给本模块题肢2个；位置先验0.15；书稿已收:CU
必修二,BJ-2024-CY-ERMO-Q8,选择题,BJ-2024-CY-ERMO,是,"8. 建设花园城市是国际一流的和谐宜居之都建设的内在要求,是全域森林城市、公园城市的赓续发展,是建设美丽中国的北京方案。 推动首都花园城市建设",词典判给本模块题肢2个；位置先验0.31；书稿已收:B3
必修二,BJ-2024-CY-ERMO-Q11,选择题,BJ-2024-CY-ERMO,是,"舅舅在世。 小李父亲 2022 年去世,去世前立下遗嘱,将名下房产由小李继承。 此后,小李携父亲遗嘱到公证处,欲办理该套房产的继承手续。 对此,下列说法正确的是",词典判给本模块题肢1个；位置先验0.50；书稿已收:X2
必修二,BJ-2024-CY-ERMO-Q13,选择题,BJ-2024-CY-ERMO,是,条例》由香港特区立法会于2024年3月19日全票通过，并依法报全国人民代表大会常务委员会备案，补齐了特区维护国家安全制度机制的短板。 对此，下列说法不正确的是 ,词典判给本模块题肢1个；位置先验0.71；书稿已收:X1
必修二,BJ-2024-CY-ERMO-Q14,选择题,BJ-2024-CY-ERMO,是,14. 元首外交是指国家元首或政府首脑直接参与处理对外事务的外交方式。 主场外交是指一国以本国境内为外交舞台、利用主场优势开展的外交活动。 下列表述正确的是 ,词典判给本模块题肢1个；位置先验0.50；书稿已收:X1
必修二,BJ-2023-CY-ERMO-Q19(2),主观题,BJ-2023-CY-ERMO,是,结合上图，运用《经济与社会》的知识，分析完善社会保障体系对促进经济高质量发展的意义。（8 分）,设问点名:《经济与社会》
必修二,BJ-2021-BJ-GAOKAO-Q10,选择题,BJ-2021-BJ-GAOKAO,是,中的亚洲：迈向健康与可持续发展 2021 年(第二十届)           世界大变局：共襄全球治理盛举合奏“一带一路”强音 上述资料最适合论证下列哪一观点 ,词典判给本模块题肢2个；位置先验0.47；书稿已收:X1
必修二,BJ-2024-HD-QIZHONG-Q1,选择题,BJ-2024-HD-QIZHONG,是,强，引领支撑商业航天发展；在运载火箭设计与制造、商业卫星设计制造、市场开拓等方面，不少民营企业发挥着重要作用。国有企业与民营企业在航天领域各自发挥作用。这表明 ,词典判给本模块题肢3个；位置先验0.07
必修二,BJ-2024-HD-QIZHONG-Q7,选择题,BJ-2024-HD-QIZHONG,是,在党员的带动下，快递员、外卖配送员、网约车司机等新就业群体也化身信息报送员、文明宣传员、安全防范员、扶老助困员，成为首都治理“新力量”。新就业群体融入首都治理 ,词典判给本模块题肢3个；位置先验0.12；书稿已收:B3
必修二,BJ-2024-HD-QIZHONG-Q12,选择题,BJ-2024-HD-QIZHONG,是,望。实现中国梦，保证人民安居乐业，国家安全是头等大事。越是接近实现中华民族伟大复兴的目标，越是需要增强忧患意识，努力把保障国家安全各项工作抓实抓牢抓好。这说明 ,词典判给本模块题肢2个；位置先验0.43
必修二,BJ-2024-HD-QIZHONG-Q13,选择题,BJ-2024-HD-QIZHONG,是,下列说法正确的是 【图】2024年1月至7月，全国各口岸入境外国人1725.4万人次，同比增长129.9%；签发口岸签证84.6万证次，同比上升182.9%。 ,词典判给本模块题肢1个；位置先验0.53
必修二,BJ-2023-HD-QIZHONG-Q14,选择题,BJ-2023-HD-QIZHONG,否（本书无此卷任何题）,内涵。10年来，“一带一路”倡议从谋篇布局的“大写意”发展为精谨细腻的“工笔画”，成为最受欢迎的国际公共产品和最大规模的国际合作平台。这是因为“一带一路”倡议 ,词典判给本模块题肢1个；位置先验0.62
必修二,BJ-2023-HD-QIZHONG-Q17,主观题,BJ-2023-HD-QIZHONG,否（本书无此卷任何题）,结合材料，运用《经济与社会》知识，说明如何让“陪伴经济”健康规范发展。,设问点名:《经济与社会》
必修二,BJ-2023-HD-QIZHONG-Q18(2),主观题,BJ-2023-HD-QIZHONG,否（本书无此卷任何题）,结合材料，运用《经济与社会》知识，分析上述举措如何促进民营经济发展壮大。（7分）,设问点名:《经济与社会》
必修二,BJ-2023-HD-QIZHONG-Q19,主观题,BJ-2023-HD-QIZHONG,否（本书无此卷任何题）,结合材料，运用《经济与社会》知识，谈谈如何以新质生产力增强发展新动能。,设问点名:《经济与社会》
必修二,BJ-2024-FT-YIMO-Q8,选择题,BJ-2024-FT-YIMO,是,代化国际城市”的宏伟目标，为福州擘画了美好蓝图。从“后 排就座”到奋勇争先，从“纸糊福州城”到宜居幸福城……该战略工程的实施，让福州大地迎来沧桑巨 变。该战略 ,词典判给本模块题肢2个；位置先验0.31；书稿已收:PH
必修二,BJ-2024-FT-ERMO-Q12,选择题,BJ-2024-FT-ERMO,是,颗由中国自主研发的北斗卫星导航系统的“中国星”正熠熠生辉。北斗卫星立项30年来的“三步走”一步比一步扎实，将58颗卫星一一送入浩瀚星河。对此，下列说法正确的是 ,词典判给本模块题肢1个；位置先验0.80；书稿已收:PH/RE
必修二,BJ-2024-HD-ERMO-Q14,选择题,BJ-2024-HD-ERMO,是,键材料，其中包括17种战略原材料。该法案为战略原材料供应链上的本土产能设定明确的目标：10%来自本地开采，40%在欧盟加工，25%来自本土回收材料。据此可判断 ,词典判给本模块题肢1个；位置先验0.50；书稿已收:X1
必修二,BJ-2024-XC-ERMO-Q12,选择题,BJ-2024-XC-ERMO,是,情破裂，准备协议离婚。王某表示，他这两年炒股所用的本金10万元是他的工资奖金，因此炒股所得的5万元收益属于自己的“私房钱”，不是夫妻共同财产。下列观点正确的是 ,词典判给本模块题肢1个；位置先验0.78；书稿已收:X2
必修二,BJ-2024-XC-ERMO-Q13,选择题,BJ-2024-XC-ERMO,是,13．在人民调解方式的探索与深化方面，追求“小事不出村，大事不出镇，矛盾不上交”的“枫桥经验”是典型代表。我们要坚持好、发展好新时代“枫桥经验”，是因为它 ,词典判给本模块题肢1个；位置先验0.69；书稿已收:B3/X2
必修二,BJ-2025-YQ-YIMO-Q10,选择题,BJ-2025-YQ-YIMO,是,领域知名品牌“萝卜快跑”的运营者及商标权人。丙公司未经允许将“萝卜快跑”注册为企业名称并从事相关经营活动，甲、乙两公司将其诉至法院。下列认识正确的是（   ） ,词典判给本模块题肢1个；位置先验0.56；书稿已收:B3/X2
必修二,BJ-2025-YQ-YIMO-Q11,选择题,BJ-2025-YQ-YIMO,是,，双方签订了承揽配送协议，未签订书面劳动合同。该公司对外卖员工配备统一的服装并记录考勤。后小何在取餐途中不慎摔倒受伤，造成左臂骨折。下列认识正确的是（   ） ,词典判给本模块题肢1个；位置先验0.52；书稿已收:X2
必修二,BJ-2025-YQ-YIMO-Q15,选择题,BJ-2025-YQ-YIMO,是,移鲁带来45 亿美元收入，创造 8000 多个直接就业岗位，中秘间单程海运时间将缩短至 23 天，节约 20%以上的物流成本。钱凯港顺利开港（       ） ,词典判给本模块题肢2个；位置先验0.31；书稿已收:X1
必修二,BJ-2025-FS-YIMO-Q14,选择题,BJ-2025-FS-YIMO,是,取消制造业领域外资准入限制措施，给予所有建交的最不发达国家 100%税目产品零关税待遇，连续七年举办中国国际进口博览会……这说明（             ） ,词典判给本模块题肢1个；位置先验0.50；书稿已收:X1
必修二,BJ-2025-XC-YIMO-Q14,选择题,BJ-2025-XC-YIMO,是,方各节。 14．国际交往中，各国逐渐以条约和习惯做法为基础，发展出一些被普遍遵守的行为规则，被称做国际法。 同学围绕国际法开展探究，提出了以下观点，其中正确的是,词典判给本模块题肢2个；位置先验0.50；书稿已收:X1
必修二,BJ-2025-SY-YIMO-Q14,选择题,BJ-2025-SY-YIMO,是,事业兴旺发达、事关人民美好生活、事关国家长治久安。某校开展“我 与国家安全”主题活动，通过微演讲等形式引导学生增强国家安全意识。下列可以作为演讲主题的是（ ） ,词典判给本模块题肢2个；位置先验0.50；书稿已收:X1
必修二,BJ-2025-FT-ERMO-Q3,选择题,BJ-2025-FT-ERMO,是,而形聚，本不正则形必散。2025 年 3 月，中共中央办公厅印发《关于在全党开展深入贯彻中央八项规定精神学习教育的通知》并部署学习。贯彻 落实中央八项规定精神 ,词典判给本模块题肢2个；位置先验0.17；书稿已收:B3
必修二,BJ-2025-DC-QIMO-Q10,选择题,BJ-2025-DC-QIMO,是,全、发展筹资、工业化、 互联互通等领域合作，取得丰硕成果， “朋友圈”越来越大，得到100 多个国家及包括联合国在内的多 个国际组织支持和参与。这说明（  ） ,考查语:X1；词典判给本模块题肢2个；位置先验0.25；书稿已收:X1
必修二,BJ-2025-DC-QIMO-Q12,选择题,BJ-2025-DC-QIMO,是,人民共和国民法典》规范各类民事主体的各种人身关系和财产关系，涉及社会和经济生活的方 方面面，被称为“社会生活的百科全书” ，下列内容符合民法典规定的是（  ） ,解析点名:B2/X2；考查语:X2；位置先验0.43；书稿已收:X2
必修二,BJ-2025-DC-QIMO-Q14,选择题,BJ-2025-DC-QIMO,是,整个老城规划格局的建筑与遗址的组合体，由古代皇家宫苑建 筑、古代皇家祭祀建筑等遗址组成，是中华文明“中” “和”文化传统的特殊见证。下列选项正确的是 （  ） ,考查语:RE；词典判给本模块题肢1个；位置先验0.67；书稿已收:RE
必修二,BJ-2025-CY-QIMO-Q9,选择题,BJ-2025-CY-QIMO,是,统领，重点提升两轴沿线韧性保障水平➢   以内外联动为抓手，强化“多点”地区的韧性纽带作用➢   以可持续发展为关键，筑牢生态涵养区首都安全屏障打造韧性城市需要,词典判给本模块题肢2个；位置先验0.11；书稿已收:B3/PH
必修二,BJ-2025-HD-QIZHONG-Q1,选择题,BJ-2025-HD-QIZHONG,是,在运载火箭设计与制造、商业卫星设计制造、市场开拓等方面，不少民营企业发挥着重要作用。国有企业与民营企业在航天领域各自发挥作用。这表明（           ） ,词典判给本模块题肢3个；位置先验0.12
必修二,BJ-2025-HD-QIZHONG-Q4,选择题,BJ-2025-HD-QIZHONG,是,质量的服务业行业领域逐步取消准入限制；对涉及重要民生领域的教育、卫生、体育等行业，稳妥放宽准入限制，优化养老、托育、助残等行业准入标准……上述意见（    ） ,词典判给本模块题肢3个；位置先验0.31
必修二,BJ-2025-HD-QIZHONG-Q6,选择题,BJ-2025-HD-QIZHONG,是,，形成多元化养老助餐服务网络，并发布“海淀食堂”线上地图，打造“海淀食堂”养老助餐服务品牌。老年人可在地图上获取助餐点位置就近用餐。这一做法（       ） ,词典判给本模块题肢2个；位置先验0.19
必修二,BJ-2025-HD-QIZHONG-Q7,选择题,BJ-2025-HD-QIZHONG,是,递员、外卖配送员、网约车司机等新就业群体也化身信息报送员、文明宣传员、安全防范员、扶老助困员，成为首都治理“新力量”。新就业群体融入首都治理（       ） ,词典判给本模块题肢3个；位置先验0.12
必修二,BJ-2025-HD-QIZHONG-Q12,选择题,BJ-2025-HD-QIZHONG,是,梦，保证人民安居乐业，国家安全是头等大事。 越是接近实现中华民族伟大复兴的目标，越是需要增强忧患意识，努力把保障国家安全各项工作抓实抓牢抓好。这说明（   ） ,词典判给本模块题肢2个；位置先验0.43
必修二,BJ-2025-HD-QIZHONG-Q13,选择题,BJ-2025-HD-QIZHONG,是,时过境免签等一系列便利外国人来华政策措施，吸引了更多外国游客来到中国。越来越多外国游客通过短视频、社交平台分享中国游的体验。下列说法正确的是（       ） ,词典判给本模块题肢1个；位置先验0.56
必修二,BJ-2025-HD-QIZHONG-Q25(1),主观题,BJ-2025-HD-QIZHONG,是,你更看好速溶咖啡还是现磨咖啡的市场前景？结合材料一和材料二，运用《经济与社会》知识，谈谈,设问点名:《经济与社会》
必修二,BJ-2025-HD-QIZHONG-Q25(2),主观题,BJ-2025-HD-QIZHONG,是,结合材料三，从经济角度，为中国咖啡企业“出海”提出建议。,设问点名:经济角度
必修二,BJ-2025-HD-QIMO-Q13,选择题,BJ-2025-HD-QIMO,是,京市第三中级人民法院在判决书中首次突破传统加班认定模式．创造性地提出“占用时间明显性”等原则作为认定标准，为后续处理类似案件提供了参考与借鉴。该判决（   ） ,词典判给本模块题肢1个；位置先验0.53；书稿已收:B3/X2
必修二,BJ-2026-FT-YIMO-Q11,选择题,BJ-2026-FT-YIMO,是,位辞职并办理了离职手续。后甲公司告知张某因出现财务问题取消录用。张某遂向法院起诉请求甲公司赔偿其相应损失。法院审理后判决支持了张某的诉讼请求。下列说法正确的是 ,词典判给本模块题肢1个；位置先验0.52；书稿已收:X2
必修二,BJ-2026-CY-YIMO-Q18,主观题,BJ-2026-CY-YIMO,是,结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。,设问点名:《法律与生活》；细则书名:B2/X2；书稿已收:X2
必修二,BJ-2026-TZ-YIMO-Q14,选择题,BJ-2026-TZ-YIMO,是,地区生产总值大幅提升。“促进各民族像石榴籽一样紧紧抱在一起”的嘱 托深入人心，如今更通过《中华人民共和国民族团结进步促进法》走进人民大会堂。该法的 制定和实行 ,词典判给本模块题肢1个；位置先验0.50；书稿已收:B3
必修二,BJ-2026-MTG-YIMO-Q9,选择题,BJ-2026-MTG-YIMO,是,检，实现南疆 15 年免费教育全覆盖，各族群众获得感、幸福感、安全感显著增强。新疆维吾尔自治区的勃勃生机是民族区域自治制度优越性的缩影。 这说明民族区域自治制度,词典判给本模块题肢2个；位置先验0.35；书稿已收:B3
必修二,BJ-2026-MTG-YIMO-Q10,选择题,BJ-2026-MTG-YIMO,是,卷角色的原生文字层；OCR 候选与其它角色另列下方各节。 10.某社区开展“家庭责任教育周”活动，拟用真实案例制作展板。以下案例最适合作为“扶养关系”素材的是 ,词典判给本模块题肢2个；位置先验0.56；书稿已收:X2
必修二,BJ-2026-DC-ERMO-Q8,选择题,BJ-2026-DC-ERMO,是,大常委会通过并实施。该规定明确长三角政务服务“一网通办”事项实行清单管理，推进标准统一与业务衔接，明确依托政务服务“好差评”等制度建立意见收集机制。 此举意在 ,词典判给本模块题肢2个；位置先验0.31；书稿已收:B3
必修二,BJ-2026-CP-ERMO-Q11,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,11. 以和为贵，善用调解。调解是化解民间纠纷、促进社会和谐的重要途径。下列做法符合法律规定的是（   ） ,词典判给本模块题肢1个；位置先验0.51
必修二,BJ-2026-CP-ERMO-Q12,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,12. 数字背后，读懂经济。 根据图中信息，可以推断出（   ） ,词典判给本模块题肢3个；位置先验0.78
必修二,BJ-2026-CP-ERMO-Q13,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,、慢性病的复诊，患者必须出具在实体医疗机构的相应就诊记录。从线上复诊到线上首诊试点，是优质医疗服务迈出的更大一步。北京市开启互联网诊疗首诊试点有利于（   ） ,词典判给本模块题肢1个；位置先验0.70
必修二,BJ-2026-CP-ERMO-Q14,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,”的暗红色，纹理源自“出砖入石”的古老墙体工艺，鞋底压印海上丝绸之路的航线图。产品一经上市便获得国外客商的青睐，买下授权并在海外发售。这说明中国拖鞋（   ） ,词典判给本模块题肢2个；位置先验0.49
必修二,BJ-2026-CP-ERMO-Q15,选择题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,生能源、节能环保、清洁生产等领域优势，运用中国技术、产品和经验，推动绿色“一带一路”合作蓬勃发展，为当地可持续发展贡献力量。这说明，共建“一带一路”（   ） ,词典判给本模块题肢3个；位置先验0.30
必修二,BJ-2026-CP-ERMO-Q20,主观题,BJ-2026-CP-ERMO,否（本书无此卷任何题）,结合材料，运用《经济与社会》知识，分析“票根＋”新模式的魅力和缘由。,设问点名:《经济与社会》；细则书名:B2
必修二,BJ-2026-CY-ERMO-Q6,选择题,BJ-2026-CY-ERMO,是,性技术就缺乏土壤，先进技术就无法形成现实的生产能力。未来产业涉及新业态，如果监管过严，会错失发展窗口期；如果完全放任自流，可能破坏市场秩序。从以上事实可以推出 ,词典判给本模块题肢2个；位置先验0.25；书稿已收:RE
必修二,BJ-2026-HD-ERMO-Q10,选择题,BJ-2026-HD-ERMO,是,到达约定地点后，胡师傅以“运输距离远”“运输费用太少”为由，提出增加一倍运费的要求，李女士拒绝，胡师傅拒绝交货。双方由此发生纠纷。就上述事实，下列说法正确的是 ,词典判给本模块题肢1个；位置先验0.56；书稿已收:X2
必修二,BJ-2026-SJS-ERMO-Q1,选择题,BJ-2026-SJS-ERMO,是,重大战略任务，提出6方面109项重大工程。中国式现代化建设新征程上，一幅锚定强国建设、民族复兴目标的宏伟蓝图正徐徐铺展，奋进号角响彻神州大地。由此带来的启示是 ,词典判给本模块题肢2个；位置先验0.27；书稿已收:B3/PH
必修二,BJ-2026-SJS-ERMO-Q11,选择题,BJ-2026-SJS-ERMO,是,酬等，出勤时间相对固定，接受站点管理，根据系统派单完成配送任务。后徐某在站点听从指示做木架，因切割木板意外导致右脚受伤，就工伤认定问题与S公司发生争议。此案中 ,词典判给本模块题肢1个；位置先验0.50；书稿已收:X2
必修二,BJ-2026-SY-ERMO-Q6,选择题,BJ-2026-SY-ERMO,是,响力”因素 等共同起作用的结果。乙省也准备举办超级足球联赛，预期认为既然都是省级联赛，本 省人民也会有同样的参与热情，消费也会全域增长。据此，下列说法正确的是 ,词典判给本模块题肢2个；位置先验0.25；书稿已收:PH/RE
必修二,BJ-2026-DC-QIMO-Q14,选择题,BJ-2026-DC-QIMO,是,先行”，以合规与精度建立壁垒，中国企业以“技术出海+本地化合作”策略向国际市场发力。产业竞争的加剧带来全球智能鸿沟和安全风险挑战。对此，下列认识正确的是（ ） ,词典判给本模块题肢1个；位置先验0.67；书稿已收:X1
必修二,BJ-2026-CP-QIMO-Q13,选择题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,生”，提升重点项目的保障能力，同时将零散项目统筹整合，进一步优化财政支出结构，让“好钢用在刀刃上”。<br>☆⋯⋯ | | --- | 实施零基预算（   ） ,词典判给本模块题肢2个；位置先验0.56
必修二,BJ-2026-CP-QIMO-Q14,选择题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,过，将拍摄的作物叶片颜色、土壤湿度情况等数据传输至中央决策平台，生成精准的施肥、灌溉方案。<br>◆⋯⋯ | | --- | 对上述材料分析正确的是（   ） ,词典判给本模块题肢4个；位置先验0.62
必修二,BJ-2026-CP-QIMO-Q19(1),主观题,BJ-2026-CP-QIMO,否（本书无此卷任何题）,结合材料，运用《经济与社会》知识，分析我国是如何向地球家园递交“中国答卷”的。,设问点名:《经济与社会》
必修二,BJ-2026-CY-QIZHONG-Q16,主观题,BJ-2026-CY-QIZHONG,否（本书无此卷任何题）,结合材料，运用《经济与社会》知识，分析绿色金融“点绿成金”对我国经济社会高质量发展的驱动作用。,设问点名:《经济与社会》；细则书名:B2
必修二,BJ-2026-CY-QIZHONG-Q21(1),主观题,BJ-2026-CY-QIZHONG,否（本书无此卷任何题）,结合材料一，运用《经济与社会》和“文化传承与文化创新”知识，说明人文经济学理论研究的实践意义。,设问点名:《经济与社会》；细则书名:B2/MI/RE；书稿已收:CU
必修二,BJ-2026-CY-QIZHONG-Q1,选择题,BJ-2026-CY-QIZHONG,否（本书无此卷任何题）, 8.3%，质量效率也有显著提升，“稳”的基础不断夯实，“进”的态势持续巩固，“好”的作用有效发挥。继续保持“进”的态势，中央企业需要（          ） ,词典判给本模块题肢3个；位置先验0.07
必修二,BJ-2026-CY-QIZHONG-Q2,选择题,BJ-2026-CY-QIZHONG,否（本书无此卷任何题）,跨境消费体验店等设施。工程实施半年后，新型消费交易额同比大幅增长，创造大量灵活就业岗位。关于这一工程发挥作用的路径，下列说法合理的是（           ） ,词典判给本模块题肢3个；位置先验0.40
必修二,BJ-2026-HD-QIMO-Q15,选择题,BJ-2026-HD-QIMO,是,餐饮、景点、体验式场景等资源。游客可在这一平台完成所有合作景区的实名预约，并清晰掌握全部已预约景点信息，有效避免行程冲突或遗漏，堪称“随身行程管家”。这一做法 ,词典判给本模块题肢1个；位置先验0.57
必修二,BJ-2026-SJS-QIMO-Q19(1),主观题,BJ-2026-SJS-QIMO,是,结合材料一，运用《经济与社会》知识，分析具身智能产业的发展将如何推动首都高质量发展。（6分）,设问点名:《经济与社会》
必修二,BJ-2026-SJS-QIMO-Q6,选择题,BJ-2026-SJS-QIMO,是,（2026-2030）是我国迈向2035年基本实现现代化的关键时期。要紧紧围绕新时代新征程党的中心任务，把“十五五”发展的目标任务和战略举措规划好实施好。为此 ,词典判给本模块题肢2个；位置先验0.19；书稿已收:PH
必修二,BJ-2026-SJS-QIMO-Q9,选择题,BJ-2026-SJS-QIMO,是,获活力，迎来顺畅自如的“第二次呼吸”。人生之路、企业转型、地方发展，何尝不是一场场长跑。同学们在阐述“第二次呼吸”的哲学启示中引用了以下事例，其中理解正确的是 ,词典判给本模块题肢2个；位置先验0.11；书稿已收:PH
必修二,BJ-2026-FT-YIMO-Q14,选择题,BJ-2026-FT-YIMO,是,“中非人文交流年”已拉开大幕，年内将举办近600场交流活动。中国愿同非洲兄弟一道，深化文明互鉴，促进民心相通，让中非友好代代相传。 【第5页续】中非关系新发展 ,词典判给本模块题肢1个；位置先验0.50；书稿已收:X1
必修二,BJ-2023-XC-ERMO-Q7,选择题,BJ-2023-XC-ERMO,是,何考虑，通过多种方式了解、走访居民127户……最终，制定机关对有关规定作出修改，调整完善罚款额度和程序，督促有关单位出台具体办法。 对上述新闻内容理解正确的是 ,词典判给本模块题肢2个；位置先验0.28；书稿已收:B3
必修二,BJ-2026-XC-QIMO-Q9,选择题,BJ-2026-XC-QIMO,是,驱动发展方式变革的关键力量，但技术本身并非零碳，数据中心、算力网络等设施能耗大，需要采取措施实现“绿色化”。据此，有同学结合政策导向与产业实践，作出如下判断： ,词典判给本模块题肢2个；位置先验0.11；书稿已收:RE
必修二,BJ-2024-SY-ERMO-Q7,选择题,BJ-2024-SY-ERMO,是,握数字劳动的基本特征，并以此为基础构建起相关法律法规，才能确保数字劳动受到监管和保护，保证我国数字经济稳定和快速发展。如果上述结论皆为真，下列逻辑分析正确的是 ,词典判给本模块题肢2个；位置先验0.28；书稿已收:RE
必修三,BJ-2023-FT-YIMO-Q17(1),主观题,BJ-2023-FT-YIMO,是,结合材料一，运用《政治与法治》知识，分析“两议两公开”是如何在乡村振兴中发挥作用的。,设问点名:《政治与法治》
必修三,BJ-2025-CY-ERMO-Q1,选择题,BJ-2025-CY-ERMO,是,"解放思想、锐意进取,创造了改革开放和社会主义现代化建设的伟大成就;自信自强、守正创新,创造了新时代中国特色社会主义的伟大成就。在实现中华民族伟大复兴的历史进程中",词典判给本模块题肢2个；位置先验0.80；书稿已收:B2/CU/PH
必修三,BJ-2023-FT-ERMO-Q17,主观题,BJ-2023-FT-ERMO,是,结合材料，运用《政治与法治》知识，从三个不同主体角度建言献策。,设问点名:《政治与法治》
必修三,BJ-2020-BJ-GAOKAO-Q9,选择题,BJ-2020-BJ-GAOKAO,是,、累 计选派 290 多万名县级以上党政机关和国有企事业单位干部到村担任第一书记或驻村干部，目前在岗 91.8 万。 派驻第一书记和驻村干部（       ） ,考查语:B3；词典判给本模块题肢3个；位置先验0.65；书稿已收:B2
必修三,BJ-2020-BJ-GAOKAO-Q10,选择题,BJ-2020-BJ-GAOKAO,是,10．（3 分）十三届全国人大二次会议以来，全国人大及其常委委员会部分工作如下，下列推断正确的是（          ） ,考查语:B3；词典判给本模块题肢4个；位置先验0.38；书稿已收:X1
必修三,BJ-2024-CY-YIMO-Q1,选择题,BJ-2024-CY-YIMO,是,就是把马克思主义基本原理同中国具体实际相 结合；习近平总书记提出了“第二个结合”，这就是把马克思主义基本原理同中华优秀传 统文化相结合。对此，下列说法正确的是 ,词典判给本模块题肢1个；位置先验0.80；书稿已收:CU
必修三,BJ-2023-DC-ERMO-Q1,选择题,BJ-2023-DC-ERMO,是,高峡出平湖、 港口连五洋、“天宫”驻太空⋯…中国共产党带领中国人民走出了一条中国式现代化 新道路，创造了并将继续创造人类发展史上的奇迹。对此，下列认识正确的是 ,词典判给本模块题肢1个；位置先验0.82；书稿已收:B2
必修三,BJ-2023-DC-ERMO-Q3,选择题,BJ-2023-DC-ERMO,是,21年中国共产党与世界政党领导人峰会 | 为人民谋幸福：政党的责任 | | 2023年中国共产党与世界政党高层对话会 | 现代化道路：政党的责任 | 这折射出 ,词典判给本模块题肢2个；位置先验0.43
必修三,BJ-2023-DC-ERMO-Q19(1),主观题,BJ-2023-DC-ERMO,是,结合材料一，运用《政治与法治》知识，说明全国人大及其常委会的工作是如何保障人民当家作主的。（8分）,设问点名:《政治与法治》
