book,block,raw,key,own_probe,best,best_probe,top,node,verdict,own_exam_status
bixiu2,B0442,2026 东城期末 第5题,BJ-2026-DC-QIMO-Q5,0/5,BJ-2023-BJ-GAOKAO-Q2,1/5,"{""BJ-2023-BJ-GAOKAO-Q2"": 1, ""BJ-2023-DC-ERMO-Q1"": 1, ""BJ-2025-CY-ERMO-Q3"": 1}",4.3　消费,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0482,2024 海淀期中 第18题 第（2）问,BJ-2024-HD-QIZHONG-Q18,0/5,BJ-2023-HD-QIZHONG-Q18,5/5,"{""BJ-2023-HD-QIZHONG-Q18"": 5, ""BJ-2024-SY-ERMO-Q20"": 1, ""BJ-2026-FS-ERMO-Q21"": 1}",3.1　公有制为主体、多种所有制经济共同发展,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0514,2024 海淀期中 第17题,BJ-2024-HD-QIZHONG-Q17,0/5,BJ-2023-HD-QIZHONG-Q17,5/5,"{""BJ-2023-HD-QIZHONG-Q17"": 5}",3.2　社会主义市场经济体制,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0540,2025 丰台一模 第18题 第（2）问,BJ-2025-FT-YIMO-Q18,0/5,,0/5,{},3.2　社会主义市场经济体制,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0555,2026 东城期末 第17题 第（1）问,BJ-2026-DC-QIMO-Q17,1/5,BJ-2026-DC-QIMO-Q17,1/5,"{""BJ-2026-DC-QIMO-Q17"": 1}",3.3　按劳分配为主体、多种分配方式并存,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0562,2024 海淀期中 第17题,BJ-2024-HD-QIZHONG-Q17,0/5,BJ-2023-HD-QIZHONG-Q17,5/5,"{""BJ-2023-HD-QIZHONG-Q17"": 5}",2.1　有效市场,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0567,2025 西城期末 第16题 第（2）问（跨模块）,BJ-2025-XC-QIMO-Q16,0/5,,0/5,{},2.1　有效市场,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0576,2025 丰台一模 第18题 第（2）问,BJ-2025-FT-YIMO-Q18,0/5,,0/5,{},2.1　有效市场,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0577,2026 丰台期末 第19题,BJ-2026-FT-QIMO-Q19,0/5,BJ-2022-BJ-GAOKAO-Q19,2/5,"{""BJ-2022-BJ-GAOKAO-Q19"": 2, ""BJ-2023-BJ-GAOKAO-Q19"": 1, ""BJ-2023-CY-YIMO-Q20"": 1}",2.1　有效市场,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0584,2024 海淀期中 第18题 第（1）问,BJ-2024-HD-QIZHONG-Q18,0/5,BJ-2023-HD-QIZHONG-Q18,5/5,"{""BJ-2023-HD-QIZHONG-Q18"": 5, ""BJ-2023-DC-YIMO-Q21"": 1, ""BJ-2024-SY-ERMO-Q20"": 1}",2.1　有效市场,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0585,2024 海淀期中 第18题 第（2）问,BJ-2024-HD-QIZHONG-Q18,0/5,BJ-2023-HD-QIZHONG-Q18,5/5,"{""BJ-2023-HD-QIZHONG-Q18"": 5, ""BJ-2024-SY-ERMO-Q20"": 1, ""BJ-2026-FS-ERMO-Q21"": 1}",2.1　有效市场,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0588,2026 东城期末 第17题 第（1）问,BJ-2026-DC-QIMO-Q17,1/5,BJ-2026-DC-QIMO-Q17,1/5,"{""BJ-2026-DC-QIMO-Q17"": 1}",2.1　有效市场,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0612,2024 海淀期中 第18题 第（2）问,BJ-2024-HD-QIZHONG-Q18,0/5,BJ-2023-HD-QIZHONG-Q18,5/5,"{""BJ-2023-HD-QIZHONG-Q18"": 5, ""BJ-2024-SY-ERMO-Q20"": 1, ""BJ-2026-FS-ERMO-Q21"": 1}",2.2　有为政府,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0623,2026 丰台期末 第19题,BJ-2026-FT-QIMO-Q19,0/5,BJ-2022-BJ-GAOKAO-Q19,2/5,"{""BJ-2022-BJ-GAOKAO-Q19"": 2, ""BJ-2023-BJ-GAOKAO-Q19"": 1, ""BJ-2023-CY-YIMO-Q20"": 1}",2.2　有为政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0627,2024 海淀期中 第17题,BJ-2024-HD-QIZHONG-Q17,0/5,BJ-2023-HD-QIZHONG-Q17,5/5,"{""BJ-2023-HD-QIZHONG-Q17"": 5}",2.2　有为政府,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0629,2025 朝阳一模 第17题 第（2）问,BJ-2025-CY-YIMO-Q17,0/5,,0/5,{},2.2　有为政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0656,2026 东城期末 第17题 第（1）问,BJ-2026-DC-QIMO-Q17,1/5,BJ-2026-DC-QIMO-Q17,1/5,"{""BJ-2026-DC-QIMO-Q17"": 1}",2.2　有为政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0660,2025 顺义一模 第17题 第（2）问（跨模块）,BJ-2025-SY-YIMO-Q17,0/5,BJ-2023-CY-ERMO-Q17,1/5,"{""BJ-2023-CY-ERMO-Q17"": 1, ""BJ-2023-DC-YIMO-Q17"": 1, ""BJ-2023-FT-ERMO-Q17"": 1}",2.2　有为政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0671,2024 海淀期中 第10题（跨模块）,BJ-2024-HD-QIZHONG-Q10,0/5,BJ-2023-HD-QIZHONG-Q10,5/5,"{""BJ-2023-HD-QIZHONG-Q10"": 5}",2.2　有为政府,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0672,2024 海淀期中 第11题,BJ-2024-HD-QIZHONG-Q11,0/5,BJ-2023-HD-QIZHONG-Q11,5/5,"{""BJ-2023-HD-QIZHONG-Q11"": 5}",2.2　有为政府,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0700,2024 海淀期中 第20题（跨模块）,BJ-2024-HD-QIZHONG-Q20,0/5,BJ-2023-HD-QIZHONG-Q20,5/5,"{""BJ-2023-HD-QIZHONG-Q20"": 5, ""BJ-2021-BJ-GAOKAO-Q21"": 1, ""BJ-2022-BJ-GAOKAO-Q21"": 1}",1.1　以人民为中心与公平,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0719,2024 海淀期中 第21题（跨模块）,BJ-2024-HD-QIZHONG-Q21,0/5,BJ-2023-HD-QIZHONG-Q21,5/5,"{""BJ-2023-HD-QIZHONG-Q21"": 5, ""BJ-2024-SJS-YIMO-Q18"": 1, ""BJ-2025-MTG-YIMO-Q13"": 1}",1.1　以人民为中心与公平,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0738,2025 丰台一模 第18题 第（2）问,BJ-2025-FT-YIMO-Q18,0/5,,0/5,{},1.2　资源优化配置与效率,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0760,2025 海淀一模 第22题（跨模块）,BJ-2025-HD-YIMO-Q22,0/5,BJ-2026-HD-ERMO-Q21,1/5,"{""BJ-2026-HD-ERMO-Q21"": 1, ""BJ-2026-SJS-ERMO-Q1"": 1}",1.3　高质量发展与时政落点,weak_or_bank_text_unusable,Q22学生层补充已合入；只完成受限范围独立复核与主控原图检查。Q22手写连续文字/身份/批注者/分值未决；整卷待复核、未验收。
bixiu2,B0773,2024 海淀期中 第19题,BJ-2024-HD-QIZHONG-Q19,0/5,BJ-2023-HD-QIZHONG-Q19,4/5,"{""BJ-2023-HD-QIZHONG-Q19"": 4, ""BJ-2022-BJ-GAOKAO-Q19"": 1, ""BJ-2023-BJ-GAOKAO-Q19"": 1}",1.3　高质量发展与时政落点,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0777,2024 海淀期中 第2题（跨模块）,BJ-2024-HD-QIZHONG-Q2,0/5,BJ-2023-HD-QIZHONG-Q2,5/5,"{""BJ-2023-HD-QIZHONG-Q2"": 5, ""BJ-2023-DC-ERMO-Q19"": 1, ""BJ-2023-FT-YIMO-Q16"": 1}",1.3　高质量发展与时政落点,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0797,2026 海淀一模 第20题（跨模块）,BJ-2026-HD-YIMO-Q20,0/5,,0/5,{},拓展 5.4 开放发展,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0831,2025 昌平二模 第18题,BJ-2025-CP-ERMO-Q18,1/5,BJ-2025-CP-ERMO-Q18,1/5,"{""BJ-2025-CP-ERMO-Q18"": 1}",拓展 1.1 以人民为中心与公平,weak_or_bank_text_unusable,22题部分合入；Q20三列两行与Q22并列双框已精确结构化；Q16书法及Q18/Q22学生手写仍未决
bixiu2,B0832,2025 海淀期末 第19题,BJ-2025-HD-QIMO-Q19,0/5,,0/5,{},拓展 1.2 资源优化配置与效率,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0834,2025 丰台一模 第21题（跨模块）,BJ-2025-FT-YIMO-Q21,0/5,,0/5,{},其他跨模块迁移,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0836,2025 海淀一模 第22题（跨模块）,BJ-2025-HD-YIMO-Q22,0/5,BJ-2026-HD-ERMO-Q21,1/5,"{""BJ-2026-HD-ERMO-Q21"": 1, ""BJ-2026-SJS-ERMO-Q1"": 1}",一、作用机制的四种考法,weak_or_bank_text_unusable,Q22学生层补充已合入；只完成受限范围独立复核与主控原图检查。Q22手写连续文字/身份/批注者/分值未决；整卷待复核、未验收。
bixiu2,B0839,2025 海淀期中 第16题 第（1）问,BJ-2025-HD-QIZHONG-Q16,0/5,BJ-2024-HD-QIZHONG-Q16,5/5,"{""BJ-2024-HD-QIZHONG-Q16"": 5, ""BJ-2025-HD-QIZHONG-Q25"": 4, ""BJ-2024-BJ-GAOKAO-Q18"": 1}",一、作用机制的四种考法,weak_or_bank_text_unusable,独立复核14 pass / 8 fail；Q3/Q8/Q11/Q14/Q16/Q18/Q21跨页题面缺失，Q25为误建伪题，待修复
bixiu2,B0846,2025 西城期末 第16题 第（2）问（跨模块）,BJ-2025-XC-QIMO-Q16,0/5,,0/5,{},一、作用机制的四种考法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0860,2026 海淀一模 第18题 第（2）问,BJ-2026-HD-YIMO-Q18,0/5,BJ-2023-HD-QIZHONG-Q17,1/5,"{""BJ-2023-HD-QIZHONG-Q17"": 1, ""BJ-2024-CY-ERMO-Q16"": 1, ""BJ-2024-CY-QIZHONG-Q20"": 1}",一、作用机制的四种考法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0865,2024 海淀期中 第18题 第（2）问,BJ-2024-HD-QIZHONG-Q18,0/5,BJ-2023-HD-QIZHONG-Q18,5/5,"{""BJ-2023-HD-QIZHONG-Q18"": 5, ""BJ-2024-SY-ERMO-Q20"": 1, ""BJ-2026-FS-ERMO-Q21"": 1}",一、作用机制的四种考法,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0869,2025 西城期末 第16题 第（1）问,BJ-2025-XC-QIMO-Q16,0/5,,0/5,{},一、作用机制的四种考法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0915,2025 丰台一模 第18题 第（2）问,BJ-2025-FT-YIMO-Q18,0/5,,0/5,{},一、作用机制的四种考法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0917,2026 丰台期末 第19题,BJ-2026-FT-QIMO-Q19,0/5,BJ-2022-BJ-GAOKAO-Q19,2/5,"{""BJ-2022-BJ-GAOKAO-Q19"": 2, ""BJ-2023-BJ-GAOKAO-Q19"": 1, ""BJ-2023-CY-YIMO-Q20"": 1}",一、作用机制的四种考法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0932,2025 丰台一模 第18题 第（2）问,BJ-2025-FT-YIMO-Q18,0/5,,0/5,{},三、传导关系的真题运用,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0942,2025 丰台一模 第18题 第（2）问,BJ-2025-FT-YIMO-Q18,0/5,,0/5,{},三、传导关系的真题运用,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0954,2025 海淀期中 第16题 第（2）问,BJ-2025-HD-QIZHONG-Q16,0/5,BJ-2024-HD-QIZHONG-Q16,5/5,"{""BJ-2024-HD-QIZHONG-Q16"": 5, ""BJ-2025-HD-QIZHONG-Q25"": 5}",第三部分　应如何专题,weak_or_bank_text_unusable,独立复核14 pass / 8 fail；Q3/Q8/Q11/Q14/Q16/Q18/Q21跨页题面缺失，Q25为误建伪题，待修复
bixiu2,B0965,2024 海淀期中 第17题,BJ-2024-HD-QIZHONG-Q17,0/5,BJ-2023-HD-QIZHONG-Q17,5/5,"{""BJ-2023-HD-QIZHONG-Q17"": 5}",第三部分　应如何专题,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0970,2026 东城期末 第17题 第（1）问,BJ-2026-DC-QIMO-Q17,1/5,BJ-2026-DC-QIMO-Q17,1/5,"{""BJ-2026-DC-QIMO-Q17"": 1}",第三部分　应如何专题,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0976,2025 海淀期中 第16题 第（2）问,BJ-2025-HD-QIZHONG-Q16,0/5,BJ-2024-HD-QIZHONG-Q16,5/5,"{""BJ-2024-HD-QIZHONG-Q16"": 5, ""BJ-2025-HD-QIZHONG-Q25"": 5}",第三部分　应如何专题,weak_or_bank_text_unusable,独立复核14 pass / 8 fail；Q3/Q8/Q11/Q14/Q16/Q18/Q21跨页题面缺失，Q25为误建伪题，待修复
bixiu2,B0977,2024 海淀期中 第19题,BJ-2024-HD-QIZHONG-Q19,0/5,BJ-2023-HD-QIZHONG-Q19,4/5,"{""BJ-2023-HD-QIZHONG-Q19"": 4, ""BJ-2022-BJ-GAOKAO-Q19"": 1, ""BJ-2023-BJ-GAOKAO-Q19"": 1}",第三部分　应如何专题,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu2,B0980,2025 朝阳一模 第17题 第（2）问,BJ-2025-CY-YIMO-Q17,0/5,,0/5,{},第三部分　应如何专题,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0984,2026 顺义一模 第21题（跨模块）,BJ-2026-SY-YIMO-Q21,0/5,BJ-2022-BJ-GAOKAO-Q21,1/5,"{""BJ-2022-BJ-GAOKAO-Q21"": 1, ""BJ-2023-DC-ERMO-Q21"": 1, ""BJ-2023-DC-ERMO-Q9"": 1}",第三部分　应如何专题,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B0999,2026 东城期末 第13题,BJ-2026-DC-QIMO-Q13,0/5,BJ-2026-HD-QIZHONG-Q2,1/5,"{""BJ-2026-HD-QIZHONG-Q2"": 1}",1．经济传导链,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B1012,2026 通州一模 第7题,BJ-2026-TZ-YIMO-Q7,1/5,BJ-2023-HD-YIMO-Q21,1/5,"{""BJ-2023-HD-YIMO-Q21"": 1, ""BJ-2026-TZ-YIMO-Q7"": 1}",1．经济传导链,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu2,B1028,2024 海淀期中 第6题,BJ-2024-HD-QIZHONG-Q6,0/5,BJ-2023-HD-QIZHONG-Q6,5/5,"{""BJ-2023-HD-QIZHONG-Q6"": 5}",2．图表数据推断,content_is_other_question,21题100分、原卷8页和评分源71页完成现有来源转换验收；Q17节点关系、辅助图、群体性反馈均保真；无独立答案/个人学生样卷
bixiu3,B0013,2026海淀一模第21题（跨模块）,BJ-2026-HD-YIMO-Q21,0/5,BJ-2023-DC-ERMO-Q1,1/5,"{""BJ-2023-DC-ERMO-Q1"": 1, ""BJ-2023-HD-QIZHONG-Q2"": 1}",01　党总体：党的全面领导,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0024,2026顺义一模第17题,BJ-2026-SY-YIMO-Q17,0/5,,0/5,{},01　党总体：党的全面领导,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0044,2026丰台期末第17题,BJ-2026-FT-QIMO-Q17,1/5,BJ-2026-FT-QIMO-Q1,3/5,"{""BJ-2026-FT-QIMO-Q1"": 3, ""BJ-2023-FT-YIMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",01　党总体：党的全面领导,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0065,2025石景山一模第21题（跨模块）,BJ-2025-SJS-YIMO-Q21,1/5,BJ-2025-SJS-YIMO-Q21,1/5,"{""BJ-2025-SJS-YIMO-Q21"": 1}",01　党总体：党的全面领导,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0066,2025西城期末第21题（跨模块）,BJ-2025-XC-QIMO-Q21,0/5,BJ-2026-FS-YIMO-Q20,1/5,"{""BJ-2026-FS-YIMO-Q20"": 1}",01　党总体：党的全面领导,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0068,2026顺义一模第21题（跨模块）,BJ-2026-SY-YIMO-Q21,0/5,BJ-2026-TZ-QIMO-Q7,1/5,"{""BJ-2026-TZ-QIMO-Q7"": 1}",01　党总体：党的全面领导,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0087,2025海淀期末第22题（跨模块）,BJ-2025-HD-QIMO-Q22,0/5,,0/5,{},01　党总体：党的全面领导,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0102,2025海淀一模第1题,BJ-2025-HD-YIMO-Q1,0/5,,0/5,{},02　党先：党的先进性,weak_or_bank_text_unusable,Q22学生层补充已合入；只完成受限范围独立复核与主控原图检查。Q22手写连续文字/身份/批注者/分值未决；整卷待复核、未验收。
bixiu3,B0160,2026丰台期末第17题,BJ-2026-FT-QIMO-Q17,1/5,BJ-2026-FT-QIMO-Q1,3/5,"{""BJ-2026-FT-QIMO-Q1"": 3, ""BJ-2023-FT-YIMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",01　全过程人民民主,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0167,2026丰台期末第17题,BJ-2026-FT-QIMO-Q17,1/5,BJ-2026-FT-QIMO-Q1,3/5,"{""BJ-2026-FT-QIMO-Q1"": 3, ""BJ-2023-FT-YIMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",01　全过程人民民主,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0171,2026顺义一模第17题,BJ-2026-SY-YIMO-Q17,0/5,,0/5,{},01　全过程人民民主,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0202,2026丰台期末第17题,BJ-2026-FT-QIMO-Q17,1/5,BJ-2026-FT-QIMO-Q1,3/5,"{""BJ-2026-FT-QIMO-Q1"": 3, ""BJ-2023-FT-YIMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",02　公民的政治权利：三大权与四小权,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0203,2026顺义一模第17题,BJ-2026-SY-YIMO-Q17,0/5,,0/5,{},02　公民的政治权利：三大权与四小权,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0205,2025西城期末第16(2)题,BJ-2025-XC-QIMO-Q16,0/5,,0/5,{},02　公民的政治权利：三大权与四小权,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0215,2026顺义一模第17题,BJ-2026-SY-YIMO-Q17,0/5,,0/5,{},03　民主集中制,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0229,2026丰台期末第17题,BJ-2026-FT-QIMO-Q17,1/5,BJ-2026-FT-QIMO-Q1,3/5,"{""BJ-2026-FT-QIMO-Q1"": 3, ""BJ-2023-FT-YIMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",04　以人民为中心的发展思想,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0234,2026海淀一模第21题（跨模块）,BJ-2026-HD-YIMO-Q21,0/5,BJ-2023-DC-ERMO-Q1,1/5,"{""BJ-2023-DC-ERMO-Q1"": 1, ""BJ-2023-HD-QIZHONG-Q2"": 1}",04　以人民为中心的发展思想,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0265,2026通州期末第17题,BJ-2026-TZ-QIMO-Q17,0/5,,0/5,{},05　一根：人民代表大会制度,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0273,2026海淀一模第21题（跨模块）,BJ-2026-HD-YIMO-Q21,0/5,BJ-2023-DC-ERMO-Q1,1/5,"{""BJ-2023-DC-ERMO-Q1"": 1, ""BJ-2023-HD-QIZHONG-Q2"": 1}",05　一根：人民代表大会制度,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0387,2026通州期末第17题,BJ-2026-TZ-QIMO-Q17,0/5,,0/5,{},01　立法：科学立法、民主立法、依法立法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0396,2026东城期末第19题,BJ-2026-DC-QIMO-Q19,0/5,BJ-2020-BJ-GAOKAO-Q18,1/5,"{""BJ-2020-BJ-GAOKAO-Q18"": 1, ""BJ-2020-BJ-GAOKAO-Q19"": 1, ""BJ-2023-HD-YIMO-Q16"": 1}",01　立法：科学立法、民主立法、依法立法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0409,2026丰台期末第7题,BJ-2026-FT-QIMO-Q7,0/5,BJ-2026-FT-QIMO-Q5,4/5,"{""BJ-2026-FT-QIMO-Q5"": 4, ""BJ-2026-SJS-QIMO-Q16"": 1}",01　立法：科学立法、民主立法、依法立法,bank_stem_missing_no_redirect,已有MD，尚未逐卷独立验收
bixiu3,B0419,2025西城期末第16(2)题,BJ-2025-XC-QIMO-Q16,0/5,,0/5,{},02　执法：法治政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0421,2026丰台期末第17题,BJ-2026-FT-QIMO-Q17,1/5,BJ-2026-FT-QIMO-Q1,3/5,"{""BJ-2026-FT-QIMO-Q1"": 3, ""BJ-2023-FT-YIMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",02　执法：法治政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0425,2026通州期末第17题,BJ-2026-TZ-QIMO-Q17,0/5,,0/5,{},02　执法：法治政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0428,2026顺义一模第17题,BJ-2026-SY-YIMO-Q17,0/5,,0/5,{},02　执法：法治政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0430,2025顺义一模第17题第（2）问,BJ-2025-SY-YIMO-Q17,0/5,BJ-2023-CY-ERMO-Q17,1/5,"{""BJ-2023-CY-ERMO-Q17"": 1, ""BJ-2023-FT-ERMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",02　执法：法治政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0449,2026东城期末第19题,BJ-2026-DC-QIMO-Q19,0/5,BJ-2020-BJ-GAOKAO-Q18,1/5,"{""BJ-2020-BJ-GAOKAO-Q18"": 1, ""BJ-2020-BJ-GAOKAO-Q19"": 1, ""BJ-2023-HD-YIMO-Q16"": 1}",02　执法：法治政府,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0496,2025西城期末第19题,BJ-2025-XC-QIMO-Q19,0/5,BJ-2025-HD-QIMO-Q19,5/5,"{""BJ-2025-HD-QIMO-Q19"": 5}",03　司法：公正司法,bank_stem_missing_no_redirect,已有MD，尚未逐卷独立验收
bixiu3,B0501,2025东城二模第17题,BJ-2025-DC-ERMO-Q17,1/5,BJ-2024-SJS-YIMO-Q18,1/5,"{""BJ-2024-SJS-YIMO-Q18"": 1, ""BJ-2025-DC-ERMO-Q17"": 1, ""BJ-2025-DC-QIMO-Q17"": 1}",03　司法：公正司法,weak_or_bank_text_unusable,21题100分，原卷8页含E3与正式评分5页现有来源转换已验收；21题字节保持，错误选择题E1与旧计数已纠正
bixiu3,B0562,2026东城期末第19题,BJ-2026-DC-QIMO-Q19,0/5,BJ-2020-BJ-GAOKAO-Q18,1/5,"{""BJ-2020-BJ-GAOKAO-Q18"": 1, ""BJ-2020-BJ-GAOKAO-Q19"": 1, ""BJ-2023-HD-YIMO-Q16"": 1}",04　全民守法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0563,2026通州期末第17题,BJ-2026-TZ-QIMO-Q17,0/5,,0/5,{},04　全民守法,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0564,2025海淀一模第17题,BJ-2025-HD-YIMO-Q17,0/5,,0/5,{},04　全民守法,weak_or_bank_text_unusable,Q22学生层补充已合入；只完成受限范围独立复核与主控原图检查。Q22手写连续文字/身份/批注者/分值未决；整卷待复核、未验收。
bixiu3,B0604,2026通州期末第17题（8分）,BJ-2026-TZ-QIMO-Q17,0/5,,0/5,{},专题一　主体专题：主体能做什么,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
bixiu3,B0629,2026丰台期末第17题（7分）,BJ-2026-FT-QIMO-Q17,1/5,BJ-2026-FT-QIMO-Q1,3/5,"{""BJ-2026-FT-QIMO-Q1"": 3, ""BJ-2023-FT-YIMO-Q17"": 1, ""BJ-2023-HD-QIZHONG-Q20"": 1}",专题一　主体专题：主体能做什么,weak_or_bank_text_unusable,已有MD，尚未逐卷独立验收
