unit_id,qid,exam_id_raw,exam_id_canonical,num,type,subq,grain,content_fingerprint,script_tier,归属_B1,归属_B2,归属_B3,归属_PH,归属_CU,归属_X1,归属_X2,归属_MI,归属_RE,admission,evidence,evidence_detail,downgrade_notes,dup_of,dup_covered_by,conflict_script_out,identity_redirect,canonical_qid,rule_version,source,ruled
BJ-2025-MTG-YIMO-Q1,BJ-2025-MTG-YIMO-Q1,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,1,选择题,,整题,b46de0e9c68f67eb,倾向,IN,COLLECTED,MAYBE,MAYBE,MAYBE,OUT,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q1,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q2,BJ-2025-MTG-YIMO-Q2,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,2,选择题,,整题,81cd68f46c238d11,倾向,OUT,COLLECTED,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,,,,,BJ-2025-MTG-YIMO-Q2,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q3,BJ-2025-MTG-YIMO-Q3,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,3,选择题,,整题,b03c045972a07bbd,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q3,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q4,BJ-2025-MTG-YIMO-Q4,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,4,选择题,,整题,68a5ea188a8caca7,不明,OUT,COLLECTED,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q4,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q5,BJ-2025-MTG-YIMO-Q5,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,5,选择题,,整题,7710f0101766c9d7,不明,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,,,,,BJ-2025-MTG-YIMO-Q5,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q6,BJ-2025-MTG-YIMO-Q6,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,6,选择题,,整题,ea47f62f7758c19a,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,IN,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q6,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q7,BJ-2025-MTG-YIMO-Q7,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,7,选择题,,整题,954c981646800848,不明,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q7,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q8,BJ-2025-MTG-YIMO-Q8,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,8,选择题,,整题,1c9a801c0b80c982,倾向,OUT,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q8,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q9,BJ-2025-MTG-YIMO-Q9,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,9,选择题,,整题,57396a0993fcb65b,不明,OUT,COLLECTED,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,X1,,BJ-2025-MTG-YIMO-Q9,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q10,BJ-2025-MTG-YIMO-Q10,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,10,选择题,,整题,cea129e8be4f2cf1,倾向,OUT,MAYBE,MAYBE,OUT,OUT,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q10,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q11,BJ-2025-MTG-YIMO-Q11,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,11,选择题,,整题,a83ae37b3e9a463d,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,COLLECTED,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q11,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q12,BJ-2025-MTG-YIMO-Q12,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,12,选择题,,整题,6f0e0f82ef6a1322,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q12,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q13,BJ-2025-MTG-YIMO-Q13,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,13,选择题,,整题,8a6b1de2e1b6090e,不明,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q13,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q14,BJ-2025-MTG-YIMO-Q14,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,14,选择题,,整题,5200722a399f4d2c,不明,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,OUT,MAYBE,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q14,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q15,BJ-2025-MTG-YIMO-Q15,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,15,选择题,,整题,b5c1df5038ea9e07,不明,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,COLLECTED,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q15,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q16,BJ-2025-MTG-YIMO-Q16,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,16,主观题,,整题,6bd6126e703350aa,倾向,MAYBE,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,,,,,BJ-2025-MTG-YIMO-Q16,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q17,BJ-2025-MTG-YIMO-Q17,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,17,主观题,,整题,aad13e67fc42672e,不明,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q17,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q18#1,BJ-2025-MTG-YIMO-Q18,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,18,主观题,1,小问,3133e20a8b92b361,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q18#2,BJ-2025-MTG-YIMO-Q18,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,18,主观题,2,小问,48d308301ffc4ece,确定,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,,,,,BJ-2025-MTG-YIMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q19,BJ-2025-MTG-YIMO-Q19,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,19,主观题,,整题,5cf151d4ae2c0588,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q20,BJ-2025-MTG-YIMO-Q20,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,20,主观题,,整题,d1d27976d55a2895,不明,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q21#1,BJ-2025-MTG-YIMO-Q21,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,21,主观题,1,小问,7f6e2d3dc75dbf06,倾向,MAYBE,COLLECTED,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,COLLECTED,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,,,,,BJ-2025-MTG-YIMO-Q21,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-MTG-YIMO-Q21#2,BJ-2025-MTG-YIMO-Q21,BJ-2025-MTG-YIMO,BJ-2025-MTG-YIMO,21,主观题,2,小问,40f65f921b829a2b,不明,MAYBE,COLLECTED,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,COLLECTED,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-MTG-YIMO-Q21,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q16#1,BJ-2025-SY-YIMO-Q16,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,16,主观题,1,小问,00d8b39f8534f466,不明,MAYBE,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2025-SY-YIMO-Q16,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q16#2,BJ-2025-SY-YIMO-Q16,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,16,主观题,2,小问,76795fc36be95590,不明,MAYBE,MAYBE,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2025-SY-YIMO-Q16,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q3,BJ-2025-SY-YIMO-Q3,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,3,选择题,,整题,f329ad4899485e4a,倾向,OUT,MAYBE,MAYBE,COLLECTED,COLLECTED,OUT,OUT,COLLECTED,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q3,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q4,BJ-2025-SY-YIMO-Q4,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,4,选择题,,整题,179fcd648bc7ad84,不明,OUT,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q4,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q18#1,BJ-2025-SY-YIMO-Q18,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,18,主观题,1,小问,bef1561af3d45023,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2025-SY-YIMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q18#2,BJ-2025-SY-YIMO-Q18,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,18,主观题,2,小问,73d359844b21c7b8,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,,,,,BJ-2025-SY-YIMO-Q18,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q20,BJ-2025-SY-YIMO-Q20,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,20,主观题,,整题,b38024f4fa3f823d,确定,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,,,B2,,BJ-2025-SY-YIMO-Q20,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q1,BJ-2025-SY-YIMO-Q1,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,1,选择题,,整题,1dbe34e21aad2e07,不明,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q1,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q2,BJ-2025-SY-YIMO-Q2,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,2,选择题,,整题,428fce3b0b912cdd,倾向,OUT,COLLECTED,COLLECTED,MAYBE,MAYBE,OUT,OUT,OUT,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q2,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q5,BJ-2025-SY-YIMO-Q5,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,5,选择题,,整题,4af90a7fb4858367,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q5,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q6,BJ-2025-SY-YIMO-Q6,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,6,选择题,,整题,2862db8af684ff43,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,MAYBE,MAYBE,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q6,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q7,BJ-2025-SY-YIMO-Q7,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,7,选择题,,整题,54437135942dd812,不明,OUT,MAYBE,MAYBE,MAYBE,MAYBE,OUT,OUT,MAYBE,COLLECTED,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q7,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q8,BJ-2025-SY-YIMO-Q8,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,8,选择题,,整题,d14b14a3da5cf6f4,倾向,OUT,MAYBE,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q8,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q9,BJ-2025-SY-YIMO-Q9,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,9,选择题,,整题,cc08c58d7e707cdd,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,OUT,MAYBE,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q9,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q10,BJ-2025-SY-YIMO-Q10,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,10,选择题,,整题,a0fdb00dbad13d6e,倾向,OUT,MAYBE,MAYBE,OUT,OUT,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q10,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q11,BJ-2025-SY-YIMO-Q11,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,11,选择题,,整题,86d13780fe8e0447,倾向,OUT,MAYBE,COLLECTED,OUT,COLLECTED,OUT,COLLECTED,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,CU,,BJ-2025-SY-YIMO-Q11,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q12,BJ-2025-SY-YIMO-Q12,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,12,选择题,,整题,50eaf63fea740006,不明,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,MAYBE,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q12,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q13,BJ-2025-SY-YIMO-Q13,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,13,选择题,,整题,9d9dc88caa352c35,倾向,OUT,COLLECTED,MAYBE,OUT,OUT,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q13,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q14,BJ-2025-SY-YIMO-Q14,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,14,选择题,,整题,a7f21188bf558258,不明,MAYBE,IN,MAYBE,OUT,OUT,COLLECTED,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q14,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q15,BJ-2025-SY-YIMO-Q15,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,15,选择题,,整题,7474a0c4ca87b8ce,不明,MAYBE,MAYBE,MAYBE,OUT,MAYBE,COLLECTED,OUT,OUT,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q15,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q17,BJ-2025-SY-YIMO-Q17,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,17,主观题,,整题,60e341c96225e72c,不明,MAYBE,COLLECTED,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q17,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q19,BJ-2025-SY-YIMO-Q19,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,19,主观题,,整题,9764d3567fc73d34,不明,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q19,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-SY-YIMO-Q21,BJ-2025-SY-YIMO-Q21,BJ-2025-SY-YIMO,BJ-2025-SY-YIMO,21,主观题,,整题,fbf333b022d7f9a4,不明,MAYBE,MAYBE,MAYBE,MAYBE,COLLECTED,MAYBE,MAYBE,MAYBE,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-SY-YIMO-Q21,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-FT-ERMO-Q2,BJ-2025-FT-ERMO-Q2,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,2,选择题,,整题,b0be7f998890f81a,不明,OUT,MAYBE,COLLECTED,MAYBE,MAYBE,IN,MAYBE,OUT,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,,,,,BJ-2025-FT-ERMO-Q2,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
BJ-2025-FT-ERMO-Q3,BJ-2025-FT-ERMO-Q3,BJ-2025-FT-ERMO,BJ-2025-FT-ERMO,3,选择题,,整题,5abe1138e510683d,不明,OUT,IN,COLLECTED,MAYBE,MAYBE,OUT,OUT,MAYBE,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,,,,,BJ-2025-FT-ERMO-Q3,2026-09-24-attribution-v3,classify.py:classified_prod.jsonl+matrix.csv+exam_identity.json+skill_overrides.json,no
