source_id,exam_id,rel_path,format,size,pages,role,role_evidence,is_assembly,year,school_year,region,institution,grade,stage,paper_type,version,exam_id_evidence,in_scope
S88c00449e9f0,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,pptx,17424512,4,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
S4e0ae5b46ae6,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,pptx,16444486,12,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
Saa63045ae376,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,pptx,6794799,6,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
S04de6654b5f8,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,pptx,48215605,8,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
S16fa597a98fe,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,pptx,5399320,7,评分细则_分题切片,路径含 分题细则,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城一模评标细则（勿传）` -> 一模; 路径含地区 东城,Y
Seaae525d6ec9,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,pdf,6179160,16,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城一模` -> 一模; 路径含地区 东城,Y
S99e851c9338f,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,pdf,668225,16,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `26东城一模细则.pdf` -> 一模; 路径含地区 东城,Y
S34b21a3a804e,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,pdf,5246761,10,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,扫描版,顶层目录 2026模拟题; 最深含阶段段 `2026东城一模 原卷扫描版.pdf` -> 一模; 路径含地区 东城,Y
S0dafc181e82e,BJ-2026-DC-YIMO,2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,pdf,945774,10,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,东城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城一模` -> 一模; 路径含地区 东城,Y
S26649804f1de,BJ-2026-FT-YIMO,2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,pptx,23449985,68,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,丰台,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026丰台一模` -> 一模; 路径含地区 丰台,Y
S6e8f2df5ef86,BJ-2026-FT-YIMO,2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,pdf,5971693,10,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,丰台,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026丰台一模` -> 一模; 路径含地区 丰台,Y
S2e0f67df1ab7,BJ-2026-YQ-YIMO,2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,docx,24071,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,延庆,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026延庆一模` -> 一模; 路径含地区 延庆,Y
Scc9193041171,BJ-2026-YQ-YIMO,2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,pdf,694178,9,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,延庆,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026延庆一模` -> 一模; 路径含地区 延庆,Y
S0ca482adfc64,BJ-2026-FS-YIMO,2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,docx,45608,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,房山,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026房山一模` -> 一模; 路径含地区 房山,Y
Se37482eff39f,BJ-2026-FS-YIMO,2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,pdf,4378557,11,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,房山,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026房山一模` -> 一模; 路径含地区 房山,Y
S3a11db4bade2,BJ-2026-CY-YIMO,2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,docx,24525,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026朝阳一模` -> 一模; 路径含地区 朝阳,Y
S585b15124610,BJ-2026-CY-YIMO,2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,pdf,668962,13,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,朝阳,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026朝阳一模` -> 一模; 路径含地区 朝阳,Y
S9b5ac8fd0cfe,BJ-2026-HD-YIMO,2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,pdf,2405986,8,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,海淀,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026海淀一模` -> 一模; 路径含地区 海淀,Y
S03e0412bb805,BJ-2026-HD-YIMO,2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,pdf,1739453,8,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,海淀,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026海淀一模` -> 一模; 路径含地区 海淀,Y
S78d97b669465,BJ-2026-SJS-YIMO,2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,doc,61440,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,石景山,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026石景山一模` -> 一模; 路径含地区 石景山,Y
S0d4a5cd29c2e,BJ-2026-SJS-YIMO,2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,pdf,701385,10,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,石景山,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026石景山一模` -> 一模; 路径含地区 石景山,Y
S22206a780a15,BJ-2026-XC-YIMO,2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,docx,21457,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026西城一模` -> 一模; 路径含地区 西城,Y
S5581e0237e86,BJ-2026-XC-YIMO,2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,pdf,13170039,11,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026北京西城高三一模政治.pdf` -> 一模; 路径含地区 西城,Y
S795b221243cd,BJ-2026-XC-YIMO,2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,docx,4178588,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,西城,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026西城一模` -> 一模; 路径含地区 西城,Y
S7100a8d418c6,BJ-2026-TZ-YIMO,2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,pdf,1769056,16,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,通州,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `26 通州一模评标.pdf` -> 一模; 路径含地区 通州,Y
Sdced3f305445,BJ-2026-TZ-YIMO,2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,pdf,8260419,10,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,通州,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026北京通州高三一模政治.pdf` -> 一模; 路径含地区 通州,Y
S89313bd87150,BJ-2026-MTG-YIMO,2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,docx,23845,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,门头沟,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026门头沟一模` -> 一模; 路径含地区 门头沟,Y
Se84e6bbdd898,BJ-2026-MTG-YIMO,2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,pdf,1288180,8,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,门头沟,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026门头沟一模` -> 一模; 路径含地区 门头沟,Y
Sde758e5e7950,BJ-2026-SY-YIMO,2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,pptx,119656,11,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,顺义,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026顺义一模` -> 一模; 路径含地区 顺义,Y
S8d19592ca067,BJ-2026-SY-YIMO,2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,pdf,2907362,12,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,顺义,unknown,高三,一模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026顺义一模` -> 一模; 路径含地区 顺义,Y
Sc4b3300418ae,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/细则/16.pdf,pdf,638739,5,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城二模` -> 二模; 路径含地区 东城,Y
Se90ac6d5f3ee,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/细则/17题评标.pdf,pdf,159887,3,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城二模` -> 二模; 路径含地区 东城,Y
Sd007267f6e1c,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/细则/18题阅卷细则(5.9).pdf,pdf,520382,5,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城二模` -> 二模; 路径含地区 东城,Y
Sdb4b22917a3f,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/细则/20题（1+2）.pdf,pdf,191503,4,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城二模` -> 二模; 路径含地区 东城,Y
S34f69bdaf40f,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/细则/26年东城二模20（3）.pdf,pdf,650708,4,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `26年东城二模20（3）.pdf` -> 二模; 路径含地区 东城,Y
Sc6d95d8dc945,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/细则/东城二模 19题阅卷细则.pdf,pdf,750700,4,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `东城二模 19题阅卷细则.pdf` -> 二模; 路径含地区 东城,Y
S05524582484d,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/细则/二模21题细则模版.pdf,pdf,359677,4,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `二模21题细则模版.pdf` -> 二模; 路径含地区 东城,Y
Sc751cfa77650,BJ-2026-DC-ERMO,2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,docx,1008214,unknown,教师版,文件名含 教师版,N,2026,2025-2026学年,东城,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京东城高三二模政治（教师版）.docx` -> 二模; 路径含地区 东城,Y
S10275a1dafa3,BJ-2026-FT-ERMO,2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,pptx,15327627,70,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,丰台,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026丰台区二模主观题阅卷细则(1).pptx` -> 二模; 路径含地区 丰台,Y
Sf7b3a73c9296,BJ-2026-FT-ERMO,2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,pdf,1856697,13,教师版,文件名含 教师版,N,2026,2025-2026学年,丰台,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京丰台高三二模政治（教师版）.pdf` -> 二模; 路径含地区 丰台,Y
S51621a4abaad,BJ-2026-FS-ERMO,2026模拟题/2026各区二模/2026房山二模/细则/26房山评标(2).docx,docx,34129,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,房山,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026房山二模` -> 二模; 路径含地区 房山,Y
S51621a4abaad,BJ-2026-FS-ERMO,2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,docx,34129,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,房山,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026房山二模` -> 二模; 路径含地区 房山,Y
Sffe050fd8f7e,BJ-2026-FS-ERMO,2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,pdf,12444404,12,教师版,文件名含 教师版,N,2026,2025-2026学年,房山,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京房山高三二模政治（教师版）.pdf` -> 二模; 路径含地区 房山,Y
Sa2a7be6c86bb,BJ-2026-CP-ERMO,2026模拟题/2026各区二模/2026昌平二模/2026北京昌平高三二模政治（教师版）.docx,docx,5850171,unknown,教师版,文件名含 教师版,N,2026,2025-2026学年,昌平,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京昌平高三二模政治（教师版）.docx` -> 二模; 路径含地区 昌平,Y
S0f4a908828b8,BJ-2026-CP-ERMO,2026模拟题/2026各区二模/2026昌平二模/2026年北京市昌平区二模评分标准-学生版(1)(1).pdf,pdf,266928,4,评分材料,文件名含 评分标准/评分参考/评分细则/阅卷标准/细则汇总,N,2026,2025-2026学年,昌平,unknown,高三,二模,模拟考试,学生版,顶层目录 2026模拟题; 最深含阶段段 `2026年北京市昌平区二模评分标准-学生版(1)(1).pdf` -> 二模; 路径含地区 昌平,Y
S8cb07a7f650e,BJ-2026-CY-ERMO,2026模拟题/2026各区二模/2026朝阳二模/细则/202605朝阳高三政治二模阅卷细则(1).docx,docx,27992,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,朝阳,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `202605朝阳高三政治二模阅卷细则(1).docx` -> 二模; 路径含地区 朝阳,Y
Sc8856680a9a6,BJ-2026-CY-ERMO,2026模拟题/2026各区二模/2026朝阳二模/试卷/2026北京朝阳高三二模政治（教师版）.docx,docx,78338,unknown,教师版,文件名含 教师版,N,2026,2025-2026学年,朝阳,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京朝阳高三二模政治（教师版）.docx` -> 二模; 路径含地区 朝阳,Y
Sc2f6013f0e13,BJ-2026-HD-ERMO,2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,pdf,90283098,108,讲评,路径/文件名含 讲评,N,2026,2025-2026学年,海淀,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `26海淀高三政治二模讲评.pdf` -> 二模; 路径含地区 海淀,Y
Se7b70a056458,BJ-2026-HD-ERMO,2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,docx,1255518,unknown,教师版,文件名含 教师版,N,2026,2025-2026学年,海淀,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京海淀高三二模政治（教师版）.docx` -> 二模; 路径含地区 海淀,Y
S404f493eede9,BJ-2026-SJS-ERMO,2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,doc,44032,unknown,评分材料,文件名含 评分标准/评分参考/评分细则/阅卷标准/细则汇总,N,2026,2025-2026学年,石景山,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `2026石景山二模` -> 二模; 路径含地区 石景山,Y
S00b61bbb2c75,BJ-2026-SJS-ERMO,2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,docx,258696,unknown,教师版,文件名含 教师版,N,2026,2025-2026学年,石景山,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京石景山高三二模政治（教师版）.docx` -> 二模; 路径含地区 石景山,Y
Sf414cf7940ad,BJ-2026-XC-ERMO,2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,pdf,5841277,14,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,西城,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `西城二模评标.pdf` -> 二模; 路径含地区 西城,Y
S21ae4c2f7aee,BJ-2026-XC-ERMO,2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,docx,317572,unknown,教师版,文件名含 教师版,N,2026,2025-2026学年,西城,unknown,高三,二模,模拟考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京西城高三二模政治（教师版）.docx` -> 二模; 路径含地区 西城,Y
S643322688930,BJ-2026-SY-ERMO,2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,doc,60416,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,顺义,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `26顺义二模评标.doc` -> 二模; 路径含地区 顺义,Y
Sfb15943f37f6,BJ-2026-SY-ERMO,2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,pdf,5780991,12,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,顺义,unknown,高三,二模,模拟考试,,顶层目录 2026模拟题; 最深含阶段段 `26顺义二模(1).pdf` -> 二模; 路径含地区 顺义,Y
Se4d67789c91d,BJ-2026-DC-QIMO,2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,pptx,312723506,82,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,东城,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城期末` -> 期末; 路径含地区 东城,Y
S15664381470d,BJ-2026-DC-QIMO,2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,pdf,917160,9,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,东城,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026东城期末` -> 期末; 路径含地区 东城,Y
Sdbc93cbfd3a9,BJ-2026-FT-QIMO,2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,pdf,10715348,74,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,丰台,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026丰台期末` -> 期末; 路径含地区 丰台,Y
S6553ff85e09d,BJ-2026-FT-QIMO,2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,pdf,6789048,9,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,丰台,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026丰台期末` -> 期末; 路径含地区 丰台,Y
Se748323b3f41,BJ-2026-CP-QIMO,2026模拟题/2026各区期末和期中/2026昌平期末/2026北京昌平高三（上）期末政治（教师版）.docx,docx,1430080,unknown,教师版,文件名含 教师版,N,2026,2025-2026学年,昌平,unknown,高三,期末,期末考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京昌平高三（上）期末政治（教师版）.docx` -> 期末; 路径含地区 昌平,Y
Sff41058b55ac,BJ-2026-CP-QIMO,2026模拟题/2026各区期末和期中/2026昌平期末/2026昌平政治期末细则(1).pdf,pdf,125576,3,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,昌平,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026昌平政治期末细则(1).pdf` -> 期末; 路径含地区 昌平,Y
S885e694cf464,BJ-2026-CY-QIZHONG,2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,docx,32954,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,朝阳,unknown,高三,期中,期中考试,,顶层目录 2026模拟题; 最深含阶段段 `2026朝阳期中` -> 期中; 路径含地区 朝阳,Y
S885e694cf464,BJ-2026-CY-QIZHONG,2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,docx,32954,unknown,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,朝阳,unknown,高三,期中,期中考试,,顶层目录 2026模拟题; 最深含阶段段 `2026朝阳期中` -> 期中; 路径含地区 朝阳,Y
S5a53b5c6863d,BJ-2026-CY-QIZHONG,2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,pdf,1051598,8,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,朝阳,unknown,高三,期中,期中考试,,顶层目录 2026模拟题; 最深含阶段段 `2026朝阳期中` -> 期中; 路径含地区 朝阳,Y
S487b2d15b3a3,BJ-2026-CY-QIMO,2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,pdf,1423094,4,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,朝阳,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026朝阳期末` -> 期末; 路径含地区 朝阳,Y
Se1a49527cb4c,BJ-2026-CY-QIMO,2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,pdf,11974231,8,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,朝阳,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026朝阳期末` -> 期末; 路径含地区 朝阳,Y
Se65381bd2291,BJ-2026-HD-QIZHONG,2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,pdf,83737967,107,讲评,路径/文件名含 讲评,N,2026,2025-2026学年,海淀,unknown,高三,期中,期中考试,,顶层目录 2026模拟题; 最深含阶段段 `期中讲评20251106.pdf` -> 期中; 路径含地区 海淀,Y
S11cac42f9791,BJ-2026-HD-QIZHONG,2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,docx,262700,unknown,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,海淀,unknown,高三,期中,期中考试,,顶层目录 2026模拟题; 最深含阶段段 `2026海淀期中` -> 期中; 路径含地区 海淀,Y
S7832041a93d3,BJ-2026-HD-QIMO,2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,pdf,2944879,6,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,海淀,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026海淀期末` -> 期末; 路径含地区 海淀,Y
Sac3124113aec,BJ-2026-HD-QIMO,2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,pdf,9185851,10,原卷,路径/文件名含 试卷/试题/原卷,N,2026,2025-2026学年,海淀,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026海淀期末` -> 期末; 路径含地区 海淀,Y
S54715a1e650d,BJ-2026-XC-QIMO,2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,pdf,2838973,5,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,西城,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026西城期末` -> 期末; 路径含地区 西城,Y
S9aecfff2e370,BJ-2026-XC-QIMO,2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,pptx,1259440,12,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,西城,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `西城高三期末评标.pptx` -> 期末; 路径含地区 西城,Y
Sefbc5507a38d,BJ-2026-XC-QIMO,2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,pdf,11156816,12,混合载体,同SHA混合载体：p1-p9为教师版原卷，p10-p12为Q1-Q21参考答案；本源非正式评分细则。,N,2026,2025-2026学年,西城,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026西城期末` -> 期末; 路径含地区 西城,Y
Sefbc5507a38d,BJ-2026-XC-QIMO,2026模拟题/2026各区期末和期中/2026西城期末/试卷/2026北京西城高三上期末政治教师版.pdf,pdf,11156816,12,混合载体,同SHA混合载体：p1-p9为教师版原卷，p10-p12为Q1-Q21参考答案；本源非正式评分细则。,N,2026,2025-2026学年,西城,unknown,高三,期末,期末考试,教师版,顶层目录 2026模拟题; 最深含阶段段 `2026北京西城高三上期末政治教师版.pdf` -> 期末; 路径含地区 西城,Y
S44537714bd68,BJ-2026-TZ-QIMO,2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,pptx,845024,17,评分材料,路径/文件名含 细则/评标,N,2026,2025-2026学年,通州,unknown,高三,期末,期末考试,,顶层目录 2026模拟题; 最深含阶段段 `2026通州期末` -> 期末; 路径含地区 通州,Y
