unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_X2,admission,evidence,evidence_detail,script_tier,rule_version
BJ-2025-CP-ERMO-Q4,BJ-2025-CP-ERMO-Q4,BJ-2025-CP-ERMO,4,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v2
BJ-2025-CP-ERMO-Q5,BJ-2025-CP-ERMO-Q5,BJ-2025-CP-ERMO,5,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v2
BJ-2025-CP-ERMO-Q6,BJ-2025-CP-ERMO-Q6,BJ-2025-CP-ERMO,6,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v2
BJ-2025-CP-ERMO-Q7,BJ-2025-CP-ERMO-Q7,BJ-2025-CP-ERMO,7,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,不明,2026-09-24-attribution-v2
BJ-2025-CP-ERMO-Q13,BJ-2025-CP-ERMO-Q13,BJ-2025-CP-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,E3,逐题已匹配参考答案,倾向,2026-09-24-attribution-v2
BJ-2025-HD-ERMO-Q7,BJ-2025-HD-ERMO-Q7,BJ-2025-HD-ERMO,7,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-ERMO-Q1,BJ-2025-HD-ERMO-Q1,BJ-2025-HD-ERMO,1,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2025-HD-ERMO-Q2,BJ-2025-HD-ERMO-Q2,BJ-2025-HD-ERMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-ERMO-Q3,BJ-2025-HD-ERMO-Q3,BJ-2025-HD-ERMO,3,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2025-HD-ERMO-Q8,BJ-2025-HD-ERMO-Q8,BJ-2025-HD-ERMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-HD-ERMO-Q13,BJ-2025-HD-ERMO-Q13,BJ-2025-HD-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-HD-ERMO-Q15,BJ-2025-HD-ERMO-Q15,BJ-2025-HD-ERMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-ERMO-Q4,BJ-2025-XC-ERMO-Q4,BJ-2025-XC-ERMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-ERMO-Q5,BJ-2025-XC-ERMO-Q5,BJ-2025-XC-ERMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-ERMO-Q7,BJ-2025-XC-ERMO-Q7,BJ-2025-XC-ERMO,7,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-ERMO-Q13,BJ-2025-XC-ERMO-Q13,BJ-2025-XC-ERMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q16,BJ-2025-DC-QIMO-Q16,BJ-2025-DC-QIMO,16,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q20,BJ-2025-DC-QIMO-Q20,BJ-2025-DC-QIMO,20,主观题,,整题,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q3,BJ-2025-DC-QIMO-Q3,BJ-2025-DC-QIMO,3,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q1,BJ-2025-DC-QIMO-Q1,BJ-2025-DC-QIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q2,BJ-2025-DC-QIMO-Q2,BJ-2025-DC-QIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q4,BJ-2025-DC-QIMO-Q4,BJ-2025-DC-QIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q5,BJ-2025-DC-QIMO-Q5,BJ-2025-DC-QIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q8,BJ-2025-DC-QIMO-Q8,BJ-2025-DC-QIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q14,BJ-2025-DC-QIMO-Q14,BJ-2025-DC-QIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-DC-QIMO-Q15,BJ-2025-DC-QIMO-Q15,BJ-2025-DC-QIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q1,BJ-2025-FT-QIMO-Q1,BJ-2025-FT-QIMO,1,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q2,BJ-2025-FT-QIMO-Q2,BJ-2025-FT-QIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q3,BJ-2025-FT-QIMO-Q3,BJ-2025-FT-QIMO,3,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q4,BJ-2025-FT-QIMO-Q4,BJ-2025-FT-QIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q5,BJ-2025-FT-QIMO-Q5,BJ-2025-FT-QIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q8,BJ-2025-FT-QIMO-Q8,BJ-2025-FT-QIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q14,BJ-2025-FT-QIMO-Q14,BJ-2025-FT-QIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-FT-QIMO-Q15,BJ-2025-FT-QIMO-Q15,BJ-2025-FT-QIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-CY-QIMO-Q1,BJ-2025-CY-QIMO-Q1,BJ-2025-CY-QIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-CY-QIMO-Q2,BJ-2025-CY-QIMO-Q2,BJ-2025-CY-QIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-CY-QIMO-Q4,BJ-2025-CY-QIMO-Q4,BJ-2025-CY-QIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-CY-QIMO-Q5,BJ-2025-CY-QIMO-Q5,BJ-2025-CY-QIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-CY-QIMO-Q8,BJ-2025-CY-QIMO-Q8,BJ-2025-CY-QIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-CY-QIMO-Q14,BJ-2025-CY-QIMO-Q14,BJ-2025-CY-QIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-CY-QIMO-Q15,BJ-2025-CY-QIMO-Q15,BJ-2025-CY-QIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q2,BJ-2025-HD-QIZHONG-Q2,BJ-2024-HD-QIZHONG,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q4,BJ-2025-HD-QIZHONG-Q4,BJ-2024-HD-QIZHONG,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q5,BJ-2025-HD-QIZHONG-Q5,BJ-2024-HD-QIZHONG,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q8,BJ-2025-HD-QIZHONG-Q8,BJ-2024-HD-QIZHONG,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q14,BJ-2025-HD-QIZHONG-Q14,BJ-2024-HD-QIZHONG,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q15,BJ-2025-HD-QIZHONG-Q15,BJ-2024-HD-QIZHONG,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q2,BJ-2025-HD-QIMO-Q2,BJ-2025-HD-QIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO,5,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q1,BJ-2025-HD-QIMO-Q1,BJ-2025-HD-QIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q3,BJ-2025-HD-QIMO-Q3,BJ-2025-HD-QIMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q4,BJ-2025-HD-QIMO-Q4,BJ-2025-HD-QIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q8,BJ-2025-HD-QIMO-Q8,BJ-2025-HD-QIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q1,BJ-2025-XC-QIMO-Q1,BJ-2025-XC-QIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q2,BJ-2025-XC-QIMO-Q2,BJ-2025-XC-QIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q3,BJ-2025-XC-QIMO-Q3,BJ-2025-XC-QIMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q4,BJ-2025-XC-QIMO-Q4,BJ-2025-XC-QIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q5,BJ-2025-XC-QIMO-Q5,BJ-2025-XC-QIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q14,BJ-2025-XC-QIMO-Q14,BJ-2025-XC-QIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q2,BJ-2026-DC-YIMO-Q2,BJ-2026-DC-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q1,BJ-2026-DC-YIMO-Q1,BJ-2026-DC-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q19#1,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO,19,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q19#2,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO,19,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q19#3,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO,19,主观题,3,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q19#4,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO,19,主观题,4,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q7,BJ-2026-DC-YIMO-Q7,BJ-2026-DC-YIMO,7,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q5,BJ-2026-DC-YIMO-Q5,BJ-2026-DC-YIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q6,BJ-2026-DC-YIMO-Q6,BJ-2026-DC-YIMO,6,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q13,BJ-2026-DC-YIMO-Q13,BJ-2026-DC-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q14,BJ-2026-DC-YIMO-Q14,BJ-2026-DC-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q15,BJ-2026-DC-YIMO-Q15,BJ-2026-DC-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q1,BJ-2026-FT-YIMO-Q1,BJ-2026-FT-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q4,BJ-2026-FT-YIMO-Q4,BJ-2026-FT-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,E1,逐题已匹配正式评分材料,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q2,BJ-2026-FT-YIMO-Q2,BJ-2026-FT-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q3,BJ-2026-FT-YIMO-Q3,BJ-2026-FT-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q6,BJ-2026-FT-YIMO-Q6,BJ-2026-FT-YIMO,6,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q8,BJ-2026-FT-YIMO-Q8,BJ-2026-FT-YIMO,8,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q15,BJ-2026-FT-YIMO-Q15,BJ-2026-FT-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q18#1,BJ-2026-FT-YIMO-Q18,BJ-2026-FT-YIMO,18,主观题,1,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q18#2,BJ-2026-FT-YIMO-Q18,BJ-2026-FT-YIMO,18,主观题,2,小问,OUT,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q16,BJ-2026-YQ-YIMO-Q16,BJ-2026-YQ-YIMO,16,主观题,,整题,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q19#1,BJ-2026-YQ-YIMO-Q19,BJ-2026-YQ-YIMO,19,主观题,1,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q19#2,BJ-2026-YQ-YIMO-Q19,BJ-2026-YQ-YIMO,19,主观题,2,小问,OUT,完整题-有E1,E1,逐题已匹配正式评分材料,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q1,BJ-2026-YQ-YIMO-Q1,BJ-2026-YQ-YIMO,1,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q3,BJ-2026-YQ-YIMO-Q3,BJ-2026-YQ-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q4,BJ-2026-YQ-YIMO-Q4,BJ-2026-YQ-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q5,BJ-2026-YQ-YIMO-Q5,BJ-2026-YQ-YIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q6,BJ-2026-YQ-YIMO-Q6,BJ-2026-YQ-YIMO,6,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q13,BJ-2026-YQ-YIMO-Q13,BJ-2026-YQ-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q14,BJ-2026-YQ-YIMO-Q14,BJ-2026-YQ-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q15,BJ-2026-YQ-YIMO-Q15,BJ-2026-YQ-YIMO,15,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q2,BJ-2026-FS-YIMO-Q2,BJ-2026-FS-YIMO,2,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q3,BJ-2026-FS-YIMO-Q3,BJ-2026-FS-YIMO,3,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q4,BJ-2026-FS-YIMO-Q4,BJ-2026-FS-YIMO,4,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q5,BJ-2026-FS-YIMO-Q5,BJ-2026-FS-YIMO,5,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q6,BJ-2026-FS-YIMO-Q6,BJ-2026-FS-YIMO,6,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q7,BJ-2026-FS-YIMO-Q7,BJ-2026-FS-YIMO,7,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q13,BJ-2026-FS-YIMO-Q13,BJ-2026-FS-YIMO,13,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,倾向,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q14,BJ-2026-FS-YIMO-Q14,BJ-2026-FS-YIMO,14,选择题,,整题,OUT,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,不明,2026-09-24-attribution-v2
