unit_id,qid,exam_id_canonical,num,type,subq,grain,归属_CU,admission,evidence,evidence_detail,downgrade_notes,script_tier,rule_version
BJ-2025-HD-QIZHONG-Q18,BJ-2025-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG,18,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q19,BJ-2025-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT;identity:dup_covered_by=bixiu3(等价类合并生效),倾向,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q20,BJ-2025-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG,20,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q21#1,BJ-2025-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG,21,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,identity:dup_covered_by=bixiu3;xuanbi1;xuanbi2(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q21#2,BJ-2025-HD-QIZHONG-Q21,BJ-2024-HD-QIZHONG,21,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,identity:dup_covered_by=bixiu3;xuanbi1;xuanbi2(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q1,BJ-2025-HD-QIZHONG-Q1,BJ-2024-HD-QIZHONG,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q2,BJ-2025-HD-QIZHONG-Q2,BJ-2024-HD-QIZHONG,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q3,BJ-2025-HD-QIZHONG-Q3,BJ-2024-HD-QIZHONG,3,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q4,BJ-2025-HD-QIZHONG-Q4,BJ-2024-HD-QIZHONG,4,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu2(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q5,BJ-2025-HD-QIZHONG-Q5,BJ-2024-HD-QIZHONG,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu2(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q6,BJ-2025-HD-QIZHONG-Q6,BJ-2024-HD-QIZHONG,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu2(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q7,BJ-2025-HD-QIZHONG-Q7,BJ-2024-HD-QIZHONG,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu3(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q8,BJ-2025-HD-QIZHONG-Q8,BJ-2024-HD-QIZHONG,8,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu3(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q10,BJ-2025-HD-QIZHONG-Q10,BJ-2024-HD-QIZHONG,10,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,identity:dup_covered_by=bixiu2;bixiu3(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q25#1,BJ-2025-HD-QIZHONG-Q25,BJ-2024-HD-QIZHONG,25,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT;identity:dup_covered_by=xuanbi1(等价类合并生效),确定,2026-09-24-attribution-v2
BJ-2025-HD-QIZHONG-Q25#2,BJ-2025-HD-QIZHONG-Q25,BJ-2024-HD-QIZHONG,25,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT;identity:dup_covered_by=xuanbi1(等价类合并生效),确定,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q2,BJ-2025-HD-QIMO-Q2,BJ-2025-HD-QIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q8,BJ-2025-HD-QIMO-Q8,BJ-2025-HD-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q17#1,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO,17,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q17#2,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO,17,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO,20,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-HD-QIMO-Q21,BJ-2025-HD-QIMO-Q21,BJ-2025-HD-QIMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q16,BJ-2025-XC-QIMO-Q16,BJ-2025-XC-QIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q17#2,BJ-2025-XC-QIMO-Q17,BJ-2025-XC-QIMO,17,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q19,BJ-2025-XC-QIMO-Q19,BJ-2025-XC-QIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,identity:dup_covered_by=bixiu2(等价类合并生效),不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q4,BJ-2025-XC-QIMO-Q4,BJ-2025-XC-QIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q5,BJ-2025-XC-QIMO-Q5,BJ-2025-XC-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q6,BJ-2025-XC-QIMO-Q6,BJ-2025-XC-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q9,BJ-2025-XC-QIMO-Q9,BJ-2025-XC-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2025-XC-QIMO-Q10,BJ-2025-XC-QIMO-Q10,BJ-2025-XC-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q1,BJ-2026-DC-YIMO-Q1,BJ-2026-DC-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q7,BJ-2026-DC-YIMO-Q7,BJ-2026-DC-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q5,BJ-2026-DC-YIMO-Q5,BJ-2026-DC-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q9,BJ-2026-DC-YIMO-Q9,BJ-2026-DC-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q6,BJ-2026-DC-YIMO-Q6,BJ-2026-DC-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q14,BJ-2026-DC-YIMO-Q14,BJ-2026-DC-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-DC-YIMO-Q15,BJ-2026-DC-YIMO-Q15,BJ-2026-DC-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q1,BJ-2026-FT-YIMO-Q1,BJ-2026-FT-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q17,BJ-2026-FT-YIMO-Q17,BJ-2026-FT-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT;identity:dup_covered_by=bixiu3(等价类合并生效),倾向,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q19,BJ-2026-FT-YIMO-Q19,BJ-2026-FT-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q20,BJ-2026-FT-YIMO-Q20,BJ-2026-FT-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q2,BJ-2026-FT-YIMO-Q2,BJ-2026-FT-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q3,BJ-2026-FT-YIMO-Q3,BJ-2026-FT-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q15,BJ-2026-FT-YIMO-Q15,BJ-2026-FT-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FT-YIMO-Q21,BJ-2026-FT-YIMO-Q21,BJ-2026-FT-YIMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q17,BJ-2026-YQ-YIMO-Q17,BJ-2026-YQ-YIMO,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q20,BJ-2026-YQ-YIMO-Q20,BJ-2026-YQ-YIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q1,BJ-2026-YQ-YIMO-Q1,BJ-2026-YQ-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q2,BJ-2026-YQ-YIMO-Q2,BJ-2026-YQ-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q3,BJ-2026-YQ-YIMO-Q3,BJ-2026-YQ-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q5,BJ-2026-YQ-YIMO-Q5,BJ-2026-YQ-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q6,BJ-2026-YQ-YIMO-Q6,BJ-2026-YQ-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q7,BJ-2026-YQ-YIMO-Q7,BJ-2026-YQ-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q9,BJ-2026-YQ-YIMO-Q9,BJ-2026-YQ-YIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-YQ-YIMO-Q15,BJ-2026-YQ-YIMO-Q15,BJ-2026-YQ-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q17#1,BJ-2026-FS-YIMO-Q17,BJ-2026-FS-YIMO,17,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q17#2,BJ-2026-FS-YIMO-Q17,BJ-2026-FS-YIMO,17,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q18#1,BJ-2026-FS-YIMO-Q18,BJ-2026-FS-YIMO,18,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q18#2,BJ-2026-FS-YIMO-Q18,BJ-2026-FS-YIMO,18,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q19,BJ-2026-FS-YIMO-Q19,BJ-2026-FS-YIMO,19,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q20,BJ-2026-FS-YIMO-Q20,BJ-2026-FS-YIMO,20,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q5,BJ-2026-FS-YIMO-Q5,BJ-2026-FS-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q6,BJ-2026-FS-YIMO-Q6,BJ-2026-FS-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q7,BJ-2026-FS-YIMO-Q7,BJ-2026-FS-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q15,BJ-2026-FS-YIMO-Q15,BJ-2026-FS-YIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q16#1,BJ-2026-FS-YIMO-Q16,BJ-2026-FS-YIMO,16,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v2
BJ-2026-FS-YIMO-Q16#2,BJ-2026-FS-YIMO-Q16,BJ-2026-FS-YIMO,16,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q1,BJ-2026-CY-YIMO-Q1,BJ-2026-CY-YIMO,1,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q17#1,BJ-2026-CY-YIMO-Q17,BJ-2026-CY-YIMO,17,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q17#2,BJ-2026-CY-YIMO-Q17,BJ-2026-CY-YIMO,17,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q18,BJ-2026-CY-YIMO-Q18,BJ-2026-CY-YIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q2,BJ-2026-CY-YIMO-Q2,BJ-2026-CY-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q19,BJ-2026-CY-YIMO-Q19,BJ-2026-CY-YIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q5,BJ-2026-CY-YIMO-Q5,BJ-2026-CY-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v2
BJ-2026-CY-YIMO-Q6,BJ-2026-CY-YIMO-Q6,BJ-2026-CY-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v2
