unit_id,qid,canonical_qid,exam_id_canonical,num,type,subq,grain,归属_RE,admission,evidence,evidence_detail,downgrade_notes,script_tier,rule_version
BJ-2025-DC-QIMO-Q3,BJ-2025-DC-QIMO-Q3,BJ-2025-DC-QIMO-Q3,BJ-2025-DC-QIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q5,BJ-2025-DC-QIMO-Q5,BJ-2025-DC-QIMO-Q5,BJ-2025-DC-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q6,BJ-2025-DC-QIMO-Q6,BJ-2025-DC-QIMO-Q6,BJ-2025-DC-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q7,BJ-2025-DC-QIMO-Q7,BJ-2025-DC-QIMO-Q7,BJ-2025-DC-QIMO,7,选择题,,整题,IN,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q8,BJ-2025-DC-QIMO-Q8,BJ-2025-DC-QIMO-Q8,BJ-2025-DC-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q9,BJ-2025-DC-QIMO-Q9,BJ-2025-DC-QIMO-Q9,BJ-2025-DC-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q10,BJ-2025-DC-QIMO-Q10,BJ-2025-DC-QIMO-Q10,BJ-2025-DC-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q11,BJ-2025-DC-QIMO-Q11,BJ-2025-DC-QIMO-Q11,BJ-2025-DC-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-DC-QIMO-Q12,BJ-2025-DC-QIMO-Q12,BJ-2025-DC-QIMO-Q12,BJ-2025-DC-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q16,BJ-2025-FT-QIMO-Q16,BJ-2025-FT-QIMO-Q16,BJ-2025-FT-QIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q17#1,BJ-2025-FT-QIMO-Q17,BJ-2025-FT-QIMO-Q17,BJ-2025-FT-QIMO,17,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q17#2,BJ-2025-FT-QIMO-Q17,BJ-2025-FT-QIMO-Q17,BJ-2025-FT-QIMO,17,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q17#3,BJ-2025-FT-QIMO-Q17,BJ-2025-FT-QIMO-Q17,BJ-2025-FT-QIMO,17,主观题,3,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q20,BJ-2025-FT-QIMO-Q20,BJ-2025-FT-QIMO-Q20,BJ-2025-FT-QIMO,20,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q5,BJ-2025-FT-QIMO-Q5,BJ-2025-FT-QIMO-Q5,BJ-2025-FT-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q6,BJ-2025-FT-QIMO-Q6,BJ-2025-FT-QIMO-Q6,BJ-2025-FT-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q7,BJ-2025-FT-QIMO-Q7,BJ-2025-FT-QIMO-Q7,BJ-2025-FT-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q8,BJ-2025-FT-QIMO-Q8,BJ-2025-FT-QIMO-Q8,BJ-2025-FT-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q11,BJ-2025-FT-QIMO-Q11,BJ-2025-FT-QIMO-Q11,BJ-2025-FT-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q12,BJ-2025-FT-QIMO-Q12,BJ-2025-FT-QIMO-Q12,BJ-2025-FT-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q13,BJ-2025-FT-QIMO-Q13,BJ-2025-FT-QIMO-Q13,BJ-2025-FT-QIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q14,BJ-2025-FT-QIMO-Q14,BJ-2025-FT-QIMO-Q14,BJ-2025-FT-QIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q15,BJ-2025-FT-QIMO-Q15,BJ-2025-FT-QIMO-Q15,BJ-2025-FT-QIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q19#1,BJ-2025-FT-QIMO-Q19,BJ-2025-FT-QIMO-Q19,BJ-2025-FT-QIMO,19,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-FT-QIMO-Q21,BJ-2025-FT-QIMO-Q21,BJ-2025-FT-QIMO-Q21,BJ-2025-FT-QIMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q16,BJ-2025-CY-QIMO-Q16,BJ-2025-CY-QIMO-Q16,BJ-2025-CY-QIMO,16,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q18,BJ-2025-CY-QIMO-Q18,BJ-2025-CY-QIMO-Q18,BJ-2025-CY-QIMO,18,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q20,BJ-2025-CY-QIMO-Q20,BJ-2025-CY-QIMO-Q20,BJ-2025-CY-QIMO,20,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q21,BJ-2025-CY-QIMO-Q21,BJ-2025-CY-QIMO-Q21,BJ-2025-CY-QIMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q22,BJ-2025-CY-QIMO-Q22,BJ-2025-CY-QIMO-Q22,BJ-2025-CY-QIMO,22,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q4,BJ-2025-CY-QIMO-Q4,BJ-2025-CY-QIMO-Q4,BJ-2025-CY-QIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q7,BJ-2025-CY-QIMO-Q7,BJ-2025-CY-QIMO-Q7,BJ-2025-CY-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q8,BJ-2025-CY-QIMO-Q8,BJ-2025-CY-QIMO-Q8,BJ-2025-CY-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q9,BJ-2025-CY-QIMO-Q9,BJ-2025-CY-QIMO-Q9,BJ-2025-CY-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q10,BJ-2025-CY-QIMO-Q10,BJ-2025-CY-QIMO-Q10,BJ-2025-CY-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q11,BJ-2025-CY-QIMO-Q11,BJ-2025-CY-QIMO-Q11,BJ-2025-CY-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q12,BJ-2025-CY-QIMO-Q12,BJ-2025-CY-QIMO-Q12,BJ-2025-CY-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q13,BJ-2025-CY-QIMO-Q13,BJ-2025-CY-QIMO-Q13,BJ-2025-CY-QIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q14,BJ-2025-CY-QIMO-Q14,BJ-2025-CY-QIMO-Q14,BJ-2025-CY-QIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q15,BJ-2025-CY-QIMO-Q15,BJ-2025-CY-QIMO-Q15,BJ-2025-CY-QIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-CY-QIMO-Q17,BJ-2025-CY-QIMO-Q17,BJ-2025-CY-QIMO-Q17,BJ-2025-CY-QIMO,17,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,倾向,2026-09-24-attribution-v3
BJ-2025-HD-QIZHONG-Q16#1,BJ-2025-HD-QIZHONG-Q16,BJ-2025-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG,16,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIZHONG-Q16#2,BJ-2025-HD-QIZHONG-Q16,BJ-2025-HD-QIZHONG-Q16,BJ-2024-HD-QIZHONG,16,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIZHONG-Q17,BJ-2025-HD-QIZHONG-Q17,BJ-2024-HD-QIZHONG-Q17,BJ-2024-HD-QIZHONG,17,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT;identity:dup_alias_qid_pairs合并(pair=BJ-2024-HD-QIZHONG-Q17),倾向,2026-09-24-attribution-v3
BJ-2025-HD-QIZHONG-Q18,BJ-2025-HD-QIZHONG-Q18,BJ-2025-HD-QIZHONG-Q18,BJ-2024-HD-QIZHONG,18,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIZHONG-Q19,BJ-2025-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG-Q19,BJ-2024-HD-QIZHONG,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT;identity:dup_alias_qid_pairs合并(pair=BJ-2024-HD-QIZHONG-Q19),倾向,2026-09-24-attribution-v3
BJ-2025-HD-QIZHONG-Q20,BJ-2025-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG-Q20,BJ-2024-HD-QIZHONG,20,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT;identity:dup_alias_qid_pairs合并(pair=BJ-2024-HD-QIZHONG-Q20),倾向,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO-Q5,BJ-2025-HD-QIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO-Q6,BJ-2025-HD-QIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO-Q18,BJ-2025-HD-QIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q22,BJ-2025-HD-QIMO-Q22,BJ-2025-HD-QIMO-Q22,BJ-2025-HD-QIMO,22,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO-Q7,BJ-2025-HD-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO-Q9,BJ-2025-HD-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO-Q10,BJ-2025-HD-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q11,BJ-2025-HD-QIMO-Q11,BJ-2025-HD-QIMO-Q11,BJ-2025-HD-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q12,BJ-2025-HD-QIMO-Q12,BJ-2025-HD-QIMO-Q12,BJ-2025-HD-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q13,BJ-2025-HD-QIMO-Q13,BJ-2025-HD-QIMO-Q13,BJ-2025-HD-QIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q14,BJ-2025-HD-QIMO-Q14,BJ-2025-HD-QIMO-Q14,BJ-2025-HD-QIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q15,BJ-2025-HD-QIMO-Q15,BJ-2025-HD-QIMO-Q15,BJ-2025-HD-QIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q17#1,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO,17,主观题,1,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q17#2,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO-Q17,BJ-2025-HD-QIMO,17,主观题,2,小问,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B2:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;X2:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO-Q20,BJ-2025-HD-QIMO,20,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-HD-QIMO-Q21,BJ-2025-HD-QIMO-Q21,BJ-2025-HD-QIMO-Q21,BJ-2025-HD-QIMO,21,主观题,,整题,MAYBE,待裁决-证据未核实,待裁决-证据未核实候选,该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,B1:rubric_unreadable_not_OUT;B3:rubric_unreadable_not_OUT;PH:rubric_unreadable_not_OUT;CU:rubric_unreadable_not_OUT;X1:rubric_unreadable_not_OUT;MI:rubric_unreadable_not_OUT;RE:rubric_unreadable_not_OUT,确定,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO-Q18,BJ-2025-XC-QIMO,18,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q19,BJ-2025-XC-QIMO-Q19,BJ-2025-XC-QIMO-Q19,BJ-2025-XC-QIMO,19,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,"关联但不合并(疑似跨卷复用/串题,非duplicate_registration_alias):dup_of=BJ-2025-HD-QIMO-Q19",不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO-Q21,BJ-2025-XC-QIMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO-Q7,BJ-2025-XC-QIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO-Q8,BJ-2025-XC-QIMO,8,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q9,BJ-2025-XC-QIMO-Q9,BJ-2025-XC-QIMO-Q9,BJ-2025-XC-QIMO,9,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q10,BJ-2025-XC-QIMO-Q10,BJ-2025-XC-QIMO-Q10,BJ-2025-XC-QIMO,10,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q11,BJ-2025-XC-QIMO-Q11,BJ-2025-XC-QIMO-Q11,BJ-2025-XC-QIMO,11,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q12,BJ-2025-XC-QIMO-Q12,BJ-2025-XC-QIMO-Q12,BJ-2025-XC-QIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q13,BJ-2025-XC-QIMO-Q13,BJ-2025-XC-QIMO-Q13,BJ-2025-XC-QIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q14,BJ-2025-XC-QIMO-Q14,BJ-2025-XC-QIMO-Q14,BJ-2025-XC-QIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,倾向,2026-09-24-attribution-v3
BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO-Q15,BJ-2025-XC-QIMO,15,选择题,,整题,MAYBE,完整题-选择题照收,答案键来源未核实(候选未确认),该题正式评分材料候选存在候选/存在冲突，未确认匹配，不下判,,不明,2026-09-24-attribution-v3
BJ-2026-DC-YIMO-Q16,BJ-2026-DC-YIMO-Q16,BJ-2026-DC-YIMO-Q16,BJ-2026-DC-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2026-DC-YIMO-Q2,BJ-2026-DC-YIMO-Q2,BJ-2026-DC-YIMO-Q2,BJ-2026-DC-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO-Q4,BJ-2026-DC-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO-Q3,BJ-2026-DC-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2026-DC-YIMO-Q19#1,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO,19,主观题,1,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2026-DC-YIMO-Q19#2,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO-Q19,BJ-2026-DC-YIMO,19,主观题,2,小问,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
